customer_id,total_spent,avg_transaction_value,total_purchases,campaigns_accepted,web_visits_month,days_since_last_purchase,customer_segment,churn_risk,response_rate
CUST_1341,397,28.36,14,0,8,30,Low Value,Medium,0
CUST_1342,911,35.04,26,0,6,36,Medium Value,Medium,0
CUST_1343,774,70.36,11,1,8,14,Medium Value,Low,0
CUST_1344,1061,70.73,15,0,3,79,High Value,High,1
CUST_1345,389,27.79,14,0,6,52,Low Value,Medium,0
CUST_1346,23,5.75,4,0,8,97,Low Value,High,0
CUST_1347,182,20.22,9,0,7,24,Low Value,Low,0
CUST_1348,221,22.1,10,0,2,0,Low Value,Low,0
CUST_1349,220,22.0,10,0,5,96,Low Value,High,0
CUST_1350,90,15.0,6,0,6,89,Low Value,High,0
CUST_1351,32,8.0,4,0,8,94,Low Value,High,0
CUST_1352,489,30.56,16,1,6,98,Low Value,High,0
CUST_1353,883,38.39,23,0,6,72,Medium Value,High,0
CUST_1354,344,26.46,13,0,8,1,Low Value,Low,0
CUST_1355,389,27.79,14,0,5,26,Low Value,Low,0
CUST_1356,37,7.4,5,1,6,5,Low Value,Low,1
CUST_1357,298,24.83,12,1,7,22,Low Value,Low,0
CUST_1358,184,20.44,9,0,7,56,Low Value,Medium,0
CUST_1359,149,18.62,8,0,6,74,Low Value,High,0
CUST_1360,41,8.2,5,0,9,24,Low Value,Low,0
CUST_1361,1780,89.0,20,2,1,9,High Value,Low,0
CUST_1362,20,5.0,4,0,7,10,Low Value,Low,0
CUST_1363,39,9.75,4,0,8,35,Low Value,Medium,0
CUST_1364,1360,68.0,20,0,3,56,High Value,Medium,0
CUST_1365,254,23.09,11,0,5,7,Low Value,Low,0
CUST_1366,59,8.43,7,0,4,51,Low Value,Medium,0
CUST_1367,39,9.75,4,0,7,17,Low Value,Low,0
CUST_1368,43,10.75,4,0,4,30,Low Value,Medium,0
CUST_1369,20,4.0,5,0,5,21,Low Value,Low,0
CUST_1370,774,36.86,21,0,5,2,Medium Value,Low,0
CUST_1371,14,4.67,3,0,6,85,Low Value,High,0
CUST_1372,57,9.5,6,0,6,65,Low Value,High,0
CUST_1373,777,37.0,21,0,6,64,Medium Value,High,0
CUST_1374,308,25.67,12,0,7,11,Low Value,Low,0
CUST_1375,254,23.09,11,0,6,92,Low Value,High,0
CUST_1376,712,35.6,20,0,5,54,Medium Value,Medium,0
CUST_1377,147,18.38,8,0,7,4,Low Value,Low,0
CUST_1378,265,24.09,11,0,8,53,Low Value,Medium,1
CUST_1379,713,35.65,20,0,8,39,Medium Value,Medium,0
CUST_1380,117,16.71,7,0,9,49,Low Value,Medium,0
CUST_1381,304,25.33,12,0,7,70,Low Value,High,0
CUST_1382,751,37.55,20,0,4,40,Medium Value,Medium,0
CUST_1383,437,29.13,15,0,3,40,Low Value,Medium,0
CUST_1384,121,17.29,7,0,9,43,Low Value,Medium,1
CUST_1385,782,37.24,21,0,4,17,Medium Value,Low,0
CUST_1386,1610,115.0,14,3,6,40,High Value,Medium,1
CUST_1387,16,5.33,3,0,7,84,Low Value,High,0
CUST_1388,1402,70.1,20,1,1,25,High Value,Low,1
CUST_1389,154,19.25,8,0,9,62,Low Value,High,0
CUST_1390,445,29.67,15,0,4,83,Low Value,High,0
CUST_1391,50,10.0,5,0,8,47,Low Value,Medium,0
CUST_1392,181,20.11,9,0,2,45,Low Value,Medium,0
CUST_1393,44,8.8,5,0,6,34,Low Value,Medium,0
CUST_1394,43,7.17,6,0,6,3,Low Value,Low,0
CUST_1395,8,2.67,3,0,6,1,Low Value,Low,0
CUST_1396,571,25.95,22,0,1,18,Medium Value,Low,0
CUST_1397,1270,66.84,19,1,8,45,High Value,Medium,0
CUST_1398,39,9.75,4,0,7,81,Low Value,High,0
CUST_1399,41,10.25,4,0,8,77,Low Value,High,0
CUST_1400,66,11.0,6,0,7,23,Low Value,Low,0
CUST_1401,16,5.33,3,0,8,48,Low Value,Medium,0
CUST_1402,18,6.0,3,0,8,61,Low Value,High,0
CUST_1403,48,9.6,5,0,7,60,Low Value,High,0
CUST_1404,375,28.85,13,0,7,75,Low Value,High,0
CUST_1405,27,6.75,4,0,7,64,Low Value,High,0
CUST_1406,28,7.0,4,0,6,54,Low Value,Medium,0
CUST_1407,1089,49.5,22,2,2,84,High Value,High,0
CUST_1408,32,6.4,5,0,6,75,Low Value,High,0
CUST_1409,292,24.33,12,0,7,16,Low Value,Low,0
CUST_1410,32,8.0,4,1,8,79,Low Value,High,0
CUST_1411,254,23.09,11,0,6,92,Low Value,High,0
CUST_1412,20,6.67,3,0,7,16,Low Value,Low,0
CUST_1413,90,15.0,6,0,2,96,Low Value,High,0
CUST_1414,120,17.14,7,0,8,30,Low Value,Medium,0
CUST_1415,62,10.33,6,0,8,60,Low Value,High,0
CUST_1416,19,6.33,3,0,6,11,Low Value,Low,0
CUST_1417,46,7.67,6,0,9,75,Low Value,High,1
CUST_1418,1792,89.6,20,1,3,36,High Value,Medium,1
CUST_1419,2157,98.05,22,2,4,71,High Value,High,0
CUST_1420,304,25.33,12,0,1,88,Low Value,High,0
CUST_1421,1302,76.59,17,0,2,93,High Value,High,0
CUST_1422,832,37.82,22,1,8,93,Medium Value,High,0
CUST_1423,1114,69.62,16,0,2,54,High Value,Medium,0
CUST_1424,651,50.08,13,0,2,41,Medium Value,Medium,0
CUST_1425,184,20.44,9,0,5,46,Low Value,Medium,0
CUST_1426,1103,68.94,16,0,1,28,High Value,Low,0
CUST_1427,1464,66.55,22,0,1,40,High Value,Medium,1
CUST_1428,54,10.8,5,0,7,82,Low Value,High,0
CUST_1429,459,30.6,15,0,8,38,Low Value,Medium,0
CUST_1430,1051,70.07,15,0,2,3,High Value,Low,0
CUST_1431,149,18.62,8,0,8,87,Low Value,High,1
CUST_1432,55,9.17,6,0,6,49,Low Value,Medium,0
CUST_1433,2304,92.16,25,3,2,16,High Value,Low,1
CUST_1434,520,32.5,16,0,6,65,Medium Value,High,1
CUST_1435,546,32.12,17,1,5,9,Medium Value,Low,0
CUST_1436,608,33.78,18,0,3,24,Medium Value,Low,0
CUST_1437,40,10.0,4,2,7,25,Low Value,Low,0
CUST_1438,33,5.5,6,0,7,43,Low Value,Medium,0
CUST_1439,42,10.5,4,0,7,10,Low Value,Low,0
CUST_1440,599,33.28,18,0,2,29,Medium Value,Low,0
CUST_1441,538,31.65,17,0,8,45,Medium Value,Medium,0
CUST_1442,1383,72.79,19,1,1,57,High Value,Medium,0
CUST_1443,12,4.0,3,0,3,20,Low Value,Low,0
CUST_1444,1429,68.05,21,0,5,29,High Value,Low,0
CUST_1445,43,8.6,5,0,6,82,Low Value,High,0
CUST_1446,151,18.88,8,0,8,68,Low Value,High,0
CUST_1447,35,8.75,4,0,5,65,Low Value,High,0
CUST_1448,934,54.94,17,2,7,99,Medium Value,High,1
CUST_1449,962,50.63,19,0,4,9,Medium Value,Low,0
CUST_1450,122,17.43,7,0,7,20,Low Value,Low,0
CUST_1451,1497,68.05,22,0,4,78,High Value,High,0
CUST_1452,87,14.5,6,0,3,26,Low Value,Low,0
CUST_1453,181,20.11,9,0,3,68,Low Value,High,0
CUST_1454,1004,40.16,25,1,5,79,High Value,High,0
CUST_1455,1010,42.08,24,0,7,25,High Value,Low,0
CUST_1456,720,36.0,20,0,5,83,Medium Value,High,0
CUST_1457,25,6.25,4,0,8,32,Low Value,Medium,0
CUST_1458,30,7.5,4,0,7,49,Low Value,Medium,0
CUST_1459,1125,70.31,16,0,4,50,High Value,Medium,0
CUST_1460,852,38.73,22,0,4,84,Medium Value,High,0
CUST_1461,1600,114.29,14,0,2,96,High Value,High,0
CUST_1462,436,29.07,15,1,7,56,Low Value,Medium,0
CUST_1463,1803,66.78,27,1,6,85,High Value,High,0
CUST_1464,350,26.92,13,0,6,63,Low Value,High,0
CUST_1465,715,35.75,20,0,5,17,Medium Value,Low,1
CUST_1466,254,23.09,11,0,8,11,Low Value,Low,0
CUST_1467,2491,88.96,28,3,4,62,High Value,High,1
CUST_1468,595,33.06,18,0,6,48,Medium Value,Medium,0
CUST_1469,60,10.0,6,0,6,86,Low Value,High,0
CUST_1470,998,41.58,24,0,2,73,Medium Value,High,0
CUST_1471,54,10.8,5,0,7,36,Low Value,Medium,0
CUST_1472,1030,68.67,15,1,9,34,High Value,Medium,1
CUST_1473,1429,68.05,21,0,5,16,High Value,Low,0
CUST_1474,1277,44.03,29,0,4,48,High Value,Medium,0
CUST_1475,311,25.92,12,0,5,61,Low Value,High,0
CUST_1476,28,7.0,4,0,6,54,Low Value,Medium,0
CUST_1477,386,27.57,14,0,8,56,Low Value,Medium,1
CUST_1478,650,34.21,19,0,8,74,Medium Value,High,0
CUST_1479,1357,67.85,20,1,8,35,High Value,Medium,1
CUST_1480,902,69.38,13,1,2,65,Medium Value,High,0
CUST_1481,550,32.35,17,0,6,48,Medium Value,Medium,0
CUST_1482,991,41.29,24,1,8,88,Medium Value,High,0
CUST_1483,908,39.48,23,0,1,19,Medium Value,Low,0
CUST_1484,825,37.5,22,0,5,21,Medium Value,Low,0
CUST_1485,1153,67.82,17,0,1,27,High Value,Low,0
CUST_1486,84,12.0,7,0,8,86,Low Value,High,0
CUST_1487,1551,67.43,23,0,7,92,High Value,High,0
CUST_1488,1441,68.62,21,0,2,1,High Value,Low,0
CUST_1489,43,7.17,6,0,8,14,Low Value,Low,1
CUST_1490,224,22.4,10,0,5,74,Low Value,High,0
CUST_1491,777,37.0,21,0,8,84,Medium Value,High,0
CUST_1492,66,11.0,6,0,5,4,Low Value,Low,0
CUST_1493,88,14.67,6,0,8,50,Low Value,Medium,0
CUST_1494,67,13.4,5,0,9,2,Low Value,Low,1
CUST_1495,1868,103.78,18,0,3,73,High Value,High,1
CUST_1496,1466,69.81,21,0,3,21,High Value,Low,0
CUST_1497,76,12.67,6,0,6,82,Low Value,High,0
CUST_1498,45,9.0,5,0,7,14,Low Value,Low,0
CUST_1499,4,4.0,0,0,14,56,Low Value,Medium,0
CUST_1500,712,35.6,20,0,7,20,Medium Value,Low,0
CUST_1501,1177,69.24,17,0,1,54,High Value,Medium,0
CUST_1502,91,15.17,6,0,7,77,Low Value,High,0
CUST_1503,1610,115.0,14,2,3,5,High Value,Low,1
CUST_1504,35,7.0,5,0,5,65,Low Value,High,0
CUST_1505,1466,66.64,22,1,9,33,High Value,Medium,0
CUST_1506,258,23.45,11,1,7,65,Low Value,High,0
CUST_1507,896,38.96,23,0,5,41,Medium Value,Medium,0
CUST_1508,84,12.0,7,0,8,86,Low Value,High,1
CUST_1509,58,9.67,6,0,8,92,Low Value,High,0
CUST_1510,264,24.0,11,0,9,97,Low Value,High,0
CUST_1511,18,4.5,4,0,8,91,Low Value,High,0
CUST_1512,1054,70.27,15,0,1,0,High Value,Low,1
CUST_1513,1076,67.25,16,1,8,59,High Value,Medium,0
CUST_1514,1037,41.48,25,0,7,4,High Value,Low,0
CUST_1515,67,9.57,7,0,7,5,Low Value,Low,0
CUST_1516,910,39.57,23,0,5,48,Medium Value,Medium,0
CUST_1517,1320,69.47,19,0,3,99,High Value,High,0
CUST_1518,17,5.67,3,0,5,81,Low Value,High,0
CUST_1519,763,36.33,21,0,7,95,Medium Value,High,0
CUST_1520,89,14.83,6,0,8,43,Low Value,Medium,0
CUST_1521,60,12.0,5,0,6,5,Low Value,Low,0
CUST_1522,118,16.86,7,0,8,50,Low Value,Medium,1
CUST_1523,612,34.0,18,0,7,76,Medium Value,High,0
CUST_1524,17,5.67,3,0,6,46,Low Value,Medium,0
CUST_1525,91,15.17,6,0,1,68,Low Value,High,0
CUST_1526,560,37.33,15,0,1,33,Medium Value,Medium,0
CUST_1527,1085,67.81,16,0,5,50,High Value,Medium,0
CUST_1528,833,64.08,13,1,2,85,Medium Value,High,0
CUST_1529,1163,43.07,27,0,6,63,High Value,High,0
CUST_1530,20,5.0,4,0,7,89,Low Value,High,0
CUST_1531,221,22.1,10,1,8,81,Low Value,High,1
CUST_1532,15,5.0,3,0,7,77,Low Value,High,0
CUST_1533,74,10.57,7,0,6,50,Low Value,Medium,0
CUST_1534,901,39.17,23,0,5,10,Medium Value,Low,0
CUST_1535,120,17.14,7,0,8,30,Low Value,Medium,0
CUST_1536,437,29.13,15,0,7,66,Low Value,High,0
CUST_1537,17,5.67,3,0,8,16,Low Value,Low,0
CUST_1538,754,37.7,20,0,1,12,Medium Value,Low,0
CUST_1539,89,14.83,6,0,8,30,Low Value,Medium,0
CUST_1540,385,27.5,14,0,5,8,Low Value,Low,0
CUST_1541,1257,66.16,19,1,4,93,High Value,High,0
CUST_1542,810,38.57,21,0,2,14,Medium Value,Low,0
CUST_1543,597,33.17,18,0,9,53,Medium Value,Medium,1
CUST_1544,953,68.07,14,0,4,26,Medium Value,Low,0
CUST_1545,1270,50.8,25,2,3,23,High Value,Low,1
CUST_1546,49,9.8,5,0,8,92,Low Value,High,0
CUST_1547,2429,142.88,17,1,1,29,High Value,Low,1
CUST_1548,41,10.25,4,0,7,41,Low Value,Medium,0
CUST_1549,386,27.57,14,0,8,56,Low Value,Medium,1
CUST_1550,256,23.27,11,0,8,19,Low Value,Low,0
CUST_1551,123,17.57,7,0,6,4,Low Value,Low,1
CUST_1552,1798,105.76,17,2,1,89,High Value,High,0
CUST_1553,117,16.71,7,0,7,71,Low Value,High,0
CUST_1554,483,30.19,16,0,7,81,Low Value,High,0
CUST_1555,14,4.67,3,0,6,31,Low Value,Medium,0
CUST_1556,1095,68.44,16,0,1,53,High Value,Medium,0
CUST_1557,959,68.5,14,0,1,78,Medium Value,High,0
CUST_1558,63,10.5,6,0,4,80,Low Value,High,0
CUST_1559,702,27.0,26,0,1,18,Medium Value,Low,1
CUST_1560,29,7.25,4,1,5,37,Low Value,Medium,1
CUST_1561,156,19.5,8,0,7,52,Low Value,Medium,1
CUST_1562,256,23.27,11,0,2,39,Low Value,Medium,0
CUST_1563,219,21.9,10,0,7,11,Low Value,Low,0
CUST_1564,1634,68.08,24,1,3,33,High Value,Medium,0
CUST_1565,151,18.88,8,0,8,22,Low Value,Low,0
CUST_1566,851,70.92,12,0,2,83,Medium Value,High,0
CUST_1567,31,7.75,4,1,9,43,Low Value,Medium,0
CUST_1568,297,24.75,12,0,7,74,Low Value,High,0
CUST_1569,88,14.67,6,0,3,54,Low Value,Medium,0
CUST_1570,382,27.29,14,0,8,3,Low Value,Low,1
CUST_1571,41,5.86,7,0,7,96,Low Value,High,0
CUST_1572,292,24.33,12,1,9,68,Low Value,High,0
CUST_1573,1375,68.75,20,0,6,2,High Value,Low,0
CUST_1574,30,6.0,5,0,2,40,Low Value,Medium,0
CUST_1575,489,30.56,16,0,7,64,Low Value,High,0
CUST_1576,2244,97.57,23,1,2,26,High Value,Low,0
CUST_1577,1271,66.89,19,1,3,69,High Value,High,0
CUST_1578,30,7.5,4,0,4,57,Low Value,Medium,0
CUST_1579,38,7.6,5,0,7,78,Low Value,High,0
CUST_1580,39,9.75,4,0,8,71,Low Value,High,0
CUST_1581,1113,53.0,21,0,3,59,High Value,Medium,0
CUST_1582,670,35.26,19,1,9,28,Medium Value,Low,0
CUST_1583,390,27.86,14,0,6,61,Low Value,High,0
CUST_1584,497,31.06,16,0,2,22,Low Value,Low,0
CUST_1585,1500,75.0,20,0,3,95,High Value,High,0
CUST_1586,44,8.8,5,0,9,38,Low Value,Medium,0
CUST_1587,1645,91.39,18,1,4,19,High Value,Low,1
CUST_1588,260,23.64,11,0,8,92,Low Value,High,0
CUST_1589,24,6.0,4,0,8,24,Low Value,Low,1
CUST_1590,806,38.38,21,0,4,21,Medium Value,Low,0
CUST_1591,14,4.67,3,0,7,35,Low Value,Medium,0
CUST_1592,294,24.5,12,0,3,9,Low Value,Low,0
CUST_1593,221,22.1,10,0,4,23,Low Value,Low,0
CUST_1594,953,39.71,24,0,8,92,Medium Value,High,0
CUST_1595,117,16.71,7,1,7,55,Low Value,Medium,0
CUST_1596,57,9.5,6,0,8,14,Low Value,Low,0
CUST_1597,1257,69.83,18,0,3,78,High Value,High,0
CUST_1598,435,29.0,15,0,9,64,Low Value,High,0
CUST_1599,193,21.44,9,0,4,49,Low Value,Medium,0
CUST_1600,224,22.4,10,0,7,8,Low Value,Low,0
CUST_1601,1051,70.07,15,0,9,35,High Value,Medium,0
CUST_1602,513,32.06,16,0,6,11,Medium Value,Low,0
CUST_1603,44,6.29,7,0,7,8,Low Value,Low,1
CUST_1604,66,11.0,6,0,7,53,Low Value,Medium,0
CUST_1605,1024,40.96,25,0,4,36,High Value,Medium,0
CUST_1606,220,22.0,10,0,5,64,Low Value,High,0
CUST_1607,116,16.57,7,0,5,43,Low Value,Medium,0
CUST_1608,14,4.67,3,0,8,40,Low Value,Medium,0
CUST_1609,387,27.64,14,0,5,52,Low Value,Medium,0
CUST_1610,699,34.95,20,0,8,11,Medium Value,Low,0
CUST_1611,556,32.71,17,0,7,21,Medium Value,Low,0
CUST_1612,801,38.14,21,0,1,23,Medium Value,Low,0
CUST_1613,37,7.4,5,0,5,17,Low Value,Low,0
CUST_1614,24,6.0,4,0,7,6,Low Value,Low,0
CUST_1615,27,6.75,4,0,5,56,Low Value,Medium,0
CUST_1616,1535,118.08,13,3,5,71,High Value,High,1
CUST_1617,537,31.59,17,0,9,51,Medium Value,Medium,0
CUST_1618,20,5.0,4,0,5,94,Low Value,High,0
CUST_1619,767,38.35,20,0,4,27,Medium Value,Low,0
CUST_1620,17,5.67,3,0,4,1,Low Value,Low,0
CUST_1621,377,26.93,14,0,6,56,Low Value,Medium,0
CUST_1622,728,36.4,20,1,2,71,Medium Value,High,0
CUST_1623,1052,55.37,19,0,6,18,High Value,Low,1
CUST_1624,122,17.43,7,0,4,48,Low Value,Medium,0
CUST_1625,37,6.17,6,0,3,86,Low Value,High,0
CUST_1626,1480,70.48,21,0,6,48,High Value,Medium,1
CUST_1627,91,15.17,6,0,9,2,Low Value,Low,1
CUST_1628,24,6.0,4,0,6,57,Low Value,Medium,0
CUST_1629,63,12.6,5,0,7,77,Low Value,High,0
CUST_1630,305,25.42,12,0,7,0,Low Value,Low,0
CUST_1631,787,37.48,21,0,3,57,Medium Value,Medium,0
CUST_1632,560,32.94,17,0,6,24,Medium Value,Low,0
CUST_1633,1758,109.88,16,2,2,55,High Value,Medium,1
CUST_1634,444,29.6,15,0,6,62,Low Value,High,0
CUST_1635,189,21.0,9,0,9,89,Low Value,High,0
CUST_1636,837,38.05,22,0,4,77,Medium Value,High,0
CUST_1637,49,8.17,6,0,6,45,Low Value,Medium,0
CUST_1638,65,13.0,5,0,4,46,Low Value,Medium,0
CUST_1639,67,13.4,5,0,7,80,Low Value,High,0
CUST_1640,765,36.43,21,0,4,60,Medium Value,High,0
CUST_1641,40,6.67,6,0,2,71,Low Value,High,0
CUST_1642,1556,67.65,23,0,8,43,High Value,Medium,0
CUST_1643,1502,46.94,32,1,6,97,High Value,High,1
CUST_1644,255,23.18,11,2,7,49,Low Value,Medium,1
CUST_1645,1550,91.18,17,0,2,66,High Value,High,0
CUST_1646,2051,97.67,21,1,6,20,High Value,Low,1
CUST_1647,874,43.7,20,1,3,54,Medium Value,Medium,0
CUST_1648,1372,45.73,30,0,5,61,High Value,High,0
CUST_1649,73,12.17,6,0,4,18,Low Value,Low,0
CUST_1650,229,22.9,10,0,8,45,Low Value,Medium,0
CUST_1651,26,6.5,4,0,8,26,Low Value,Low,0
CUST_1652,381,27.21,14,0,7,0,Low Value,Low,0
CUST_1653,66,13.2,5,0,7,28,Low Value,Low,0
CUST_1654,1484,67.45,22,1,3,49,High Value,Medium,0
CUST_1655,89,12.71,7,0,5,84,Low Value,High,0
CUST_1656,37,6.17,6,0,5,38,Low Value,Medium,0
CUST_1657,9,3.0,3,0,3,53,Low Value,Medium,0
CUST_1658,258,23.45,11,0,5,88,Low Value,High,0
CUST_1659,33,8.25,4,0,5,99,Low Value,High,0
CUST_1660,1671,111.4,15,0,2,12,High Value,Low,1
CUST_1661,769,36.62,21,2,8,35,Medium Value,Medium,1
CUST_1662,921,40.04,23,0,6,5,Medium Value,Low,0
CUST_1663,1073,51.1,21,0,1,77,High Value,High,0
CUST_1664,588,32.67,18,0,7,45,Medium Value,Medium,0
CUST_1665,1234,68.56,18,0,5,71,High Value,High,0
CUST_1666,14,4.67,3,0,8,40,Low Value,Medium,0
CUST_1667,19,6.33,3,0,7,82,Low Value,High,0
CUST_1668,53,10.6,5,0,8,70,Low Value,High,0
CUST_1669,682,35.89,19,0,2,87,Medium Value,High,0
CUST_1670,18,6.0,3,0,7,95,Low Value,High,0
CUST_1671,726,66.0,11,1,1,72,Medium Value,High,0
CUST_1672,31,7.75,4,0,7,5,Low Value,Low,0
CUST_1673,1588,69.04,23,0,5,86,High Value,High,0
CUST_1674,900,39.13,23,0,6,80,Medium Value,High,0
CUST_1675,70,11.67,6,0,7,62,Low Value,High,0
CUST_1676,53,7.57,7,0,7,49,Low Value,Medium,0
CUST_1677,647,34.05,19,0,5,85,Medium Value,High,0
CUST_1678,61,8.71,7,0,8,7,Low Value,Low,1
CUST_1679,150,18.75,8,0,7,6,Low Value,Low,0
CUST_1680,1208,43.14,28,1,6,25,High Value,Low,0
CUST_1681,259,23.55,11,0,7,55,Low Value,Medium,0
CUST_1682,693,36.47,19,0,5,81,Medium Value,High,0
CUST_1683,257,23.36,11,0,3,98,Low Value,High,0
CUST_1684,2056,97.9,21,4,1,31,High Value,Medium,1
CUST_1685,1468,66.73,22,3,4,30,High Value,Medium,1
CUST_1686,62,12.4,5,0,5,98,Low Value,High,0
CUST_1687,1571,62.84,25,1,3,92,High Value,High,0
CUST_1688,44,7.33,6,0,6,41,Low Value,Medium,0
CUST_1689,310,25.83,12,0,8,68,Low Value,High,0
CUST_1690,1027,68.47,15,0,5,78,High Value,High,0
CUST_1691,25,5.0,5,0,7,46,Low Value,Medium,0
CUST_1692,182,20.22,9,0,7,71,Low Value,High,0
CUST_1693,770,36.67,21,1,6,6,Medium Value,Low,1
CUST_1694,9,3.0,3,0,8,82,Low Value,High,0
CUST_1695,2012,83.83,24,3,3,71,High Value,High,1
CUST_1696,1880,104.44,18,3,2,32,High Value,Medium,1
CUST_1697,1607,66.96,24,1,2,28,High Value,Low,0
CUST_1698,306,25.5,12,0,8,20,Low Value,Low,1
CUST_1699,62,10.33,6,0,6,10,Low Value,Low,1
CUST_1700,252,22.91,11,0,8,7,Low Value,Low,1
CUST_1701,34,8.5,4,0,6,67,Low Value,High,0
CUST_1702,910,39.57,23,0,5,48,Medium Value,Medium,0
CUST_1703,1132,43.54,26,0,4,61,High Value,High,0
CUST_1704,62,12.4,5,0,6,36,Low Value,Medium,0
CUST_1705,41,10.25,4,0,8,77,Low Value,High,0
CUST_1706,30,7.5,4,1,7,90,Low Value,High,0
CUST_1707,1349,67.45,20,1,1,35,High Value,Medium,0
CUST_1708,537,31.59,17,0,4,38,Medium Value,Medium,0
CUST_1709,1490,67.73,22,0,5,46,High Value,Medium,0
CUST_1710,548,32.24,17,0,6,33,Medium Value,Medium,0
CUST_1711,1096,49.82,22,1,1,70,High Value,High,0
CUST_1712,352,27.08,13,1,7,51,Low Value,Medium,0
CUST_1713,39,9.75,4,0,8,18,Low Value,Low,0
CUST_1714,152,19.0,8,1,6,97,Low Value,High,0
CUST_1715,394,28.14,14,0,8,32,Low Value,Medium,0
CUST_1716,120,17.14,7,0,8,9,Low Value,Low,1
CUST_1717,1185,49.38,24,0,4,6,High Value,Low,1
CUST_1718,777,37.0,21,0,8,80,Medium Value,High,0
CUST_1719,1294,58.82,22,0,2,74,High Value,High,0
CUST_1720,20,6.67,3,0,7,49,Low Value,Medium,0
CUST_1721,892,38.78,23,0,2,21,Medium Value,Low,0
CUST_1722,733,36.65,20,0,5,95,Medium Value,High,0
CUST_1723,2188,168.31,13,3,2,56,High Value,Medium,0
CUST_1724,1080,67.5,16,1,6,48,High Value,Medium,1
CUST_1725,263,23.91,11,0,6,26,Low Value,Low,0
CUST_1726,37,9.25,4,0,7,3,Low Value,Low,0
CUST_1727,433,28.87,15,1,8,39,Low Value,Medium,1
CUST_1728,37,7.4,5,0,7,33,Low Value,Medium,0
CUST_1729,31,5.17,6,0,3,42,Low Value,Medium,0
CUST_1730,57,9.5,6,0,6,80,Low Value,High,0
CUST_1731,151,18.88,8,0,9,9,Low Value,Low,1
CUST_1732,40,8.0,5,0,4,52,Low Value,Medium,0
CUST_1733,604,33.56,18,0,5,78,Medium Value,High,0
CUST_1734,563,33.12,17,0,4,68,Medium Value,High,0
CUST_1735,31,6.2,5,0,7,45,Low Value,Medium,0
CUST_1736,403,28.79,14,0,2,47,Low Value,Medium,0
CUST_1737,1023,40.92,25,0,5,34,High Value,Medium,0
CUST_1738,44,7.33,6,0,6,81,Low Value,High,0
CUST_1739,914,39.74,23,0,6,72,Medium Value,High,0
CUST_1740,19,4.75,4,0,5,23,Low Value,Low,0
CUST_1741,1117,69.81,16,0,1,29,High Value,Low,0
CUST_1742,33,6.6,5,0,6,80,Low Value,High,0
CUST_1743,152,19.0,8,1,7,30,Low Value,Medium,0
CUST_1744,90,15.0,6,0,9,15,Low Value,Low,1
CUST_1745,185,20.56,9,0,6,86,Low Value,High,0
CUST_1746,942,47.1,20,0,2,68,Medium Value,High,0
CUST_1747,1112,69.5,16,0,0,54,High Value,Medium,0
CUST_1748,24,6.0,4,0,6,44,Low Value,Medium,0
CUST_1749,252,22.91,11,0,8,7,Low Value,Low,1
CUST_1750,148,18.5,8,0,8,87,Low Value,High,0
CUST_1751,257,23.36,11,0,8,59,Low Value,Medium,0
CUST_1752,89,14.83,6,0,7,16,Low Value,Low,0
CUST_1753,432,24.0,18,0,1,1,Low Value,Low,0
CUST_1754,32,6.4,5,0,6,64,Low Value,High,0
CUST_1755,119,17.0,7,0,5,72,Low Value,High,0
CUST_1756,1308,56.87,23,0,6,98,High Value,High,0
CUST_1757,900,39.13,23,0,7,91,Medium Value,High,0
CUST_1758,303,25.25,12,0,8,8,Low Value,Low,1
CUST_1759,222,22.2,10,0,8,20,Low Value,Low,0
CUST_1760,433,28.87,15,0,6,6,Low Value,Low,0
CUST_1761,89,14.83,6,0,6,54,Low Value,Medium,0
CUST_1762,1122,70.12,16,0,8,72,High Value,High,0
CUST_1763,890,38.7,23,0,3,46,Medium Value,Medium,0
CUST_1764,59,9.83,6,0,5,11,Low Value,Low,0
CUST_1765,61,12.2,5,0,4,21,Low Value,Low,0
CUST_1766,1282,51.28,25,1,1,89,High Value,High,0
CUST_1767,76,12.67,6,0,6,82,Low Value,High,0
CUST_1768,188,20.89,9,1,6,69,Low Value,High,0
CUST_1769,23,5.75,4,0,6,55,Low Value,Medium,0
CUST_1770,346,26.62,13,0,3,13,Low Value,Low,0
CUST_1771,67,11.17,6,0,6,80,Low Value,High,0
CUST_1772,885,68.08,13,1,4,97,Medium Value,High,0
CUST_1773,767,38.35,20,0,4,27,Medium Value,Low,0
CUST_1774,996,41.5,24,0,3,99,Medium Value,High,0
CUST_1775,1884,67.29,28,1,6,87,High Value,High,0
CUST_1776,149,18.62,8,0,5,85,Low Value,High,0
CUST_1777,394,28.14,14,0,7,30,Low Value,Medium,1
CUST_1778,23,5.75,4,1,7,82,Low Value,High,0
CUST_1779,825,37.5,22,0,5,21,Medium Value,Low,0
CUST_1780,125,5.0,25,0,0,92,Low Value,High,0
CUST_1781,34,5.67,6,0,5,95,Low Value,High,0
CUST_1782,1571,98.19,16,0,1,2,High Value,Low,1
CUST_1783,1760,110.0,16,1,3,74,High Value,High,0
CUST_1784,39,9.75,4,0,8,49,Low Value,Medium,0
CUST_1785,1021,68.07,15,0,9,71,High Value,High,0
CUST_1786,897,69.0,13,1,1,72,Medium Value,High,0
CUST_1787,1432,130.18,11,1,7,68,High Value,High,0
