interaction_id,customer_id,interaction_date,device_type,page_views,session_duration
8604,CUST_1617,2026-01-10,Mobile,7,415
8605,CUST_1617,2026-01-23,Mobile,11,249
8606,CUST_1617,2025-12-26,Tablet,11,388
8607,CUST_1617,2026-01-06,Mobile,3,143
8608,CUST_1618,2026-01-07,Tablet,10,106
8609,CUST_1618,2026-01-23,Mobile,7,256
8610,CUST_1618,2026-01-09,Mobile,3,438
8611,CUST_1618,2026-01-05,Mobile,6,124
8612,CUST_1618,2026-01-09,Mobile,2,539
8613,CUST_1619,2026-01-10,Desktop,11,76
8614,CUST_1619,2026-01-08,Tablet,9,387
8615,CUST_1619,2026-01-19,Desktop,13,310
8616,CUST_1619,2026-01-21,Mobile,10,487
8617,CUST_1620,2025-12-26,Desktop,2,192
8618,CUST_1620,2026-01-20,Desktop,13,43
8619,CUST_1620,2026-01-22,Tablet,10,271
8620,CUST_1620,2026-01-21,Desktop,9,383
8621,CUST_1621,2026-01-01,Mobile,13,33
8622,CUST_1621,2026-01-02,Desktop,6,249
8623,CUST_1621,2026-01-23,Tablet,5,263
8624,CUST_1621,2026-01-08,Tablet,3,46
8625,CUST_1621,2026-01-05,Tablet,2,133
8626,CUST_1621,2026-01-22,Mobile,11,432
8627,CUST_1622,2026-01-09,Mobile,13,436
8628,CUST_1622,2026-01-02,Tablet,6,472
8629,CUST_1623,2026-01-03,Tablet,11,439
8630,CUST_1623,2026-01-08,Desktop,14,113
8631,CUST_1623,2026-01-05,Desktop,11,399
8632,CUST_1623,2026-01-10,Tablet,10,492
8633,CUST_1623,2026-01-09,Tablet,9,553
8634,CUST_1623,2026-01-13,Desktop,8,377
8635,CUST_1624,2026-01-06,Desktop,12,154
8636,CUST_1624,2026-01-21,Mobile,3,211
8637,CUST_1624,2026-01-20,Mobile,3,98
8638,CUST_1624,2026-01-13,Mobile,11,529
8639,CUST_1625,2026-01-02,Desktop,5,590
8640,CUST_1625,2026-01-10,Tablet,12,444
8641,CUST_1625,2026-01-04,Desktop,6,555
8642,CUST_1626,2025-12-30,Desktop,5,56
8643,CUST_1626,2026-01-19,Desktop,4,514
8644,CUST_1626,2025-12-27,Desktop,11,346
8645,CUST_1626,2026-01-12,Tablet,4,208
8646,CUST_1626,2026-01-22,Mobile,3,437
8647,CUST_1626,2026-01-15,Mobile,13,586
8648,CUST_1627,2026-01-18,Desktop,10,452
8649,CUST_1627,2025-12-27,Tablet,4,164
8650,CUST_1627,2026-01-19,Tablet,10,554
8651,CUST_1627,2026-01-13,Mobile,4,239
8652,CUST_1627,2026-01-12,Tablet,5,438
8653,CUST_1627,2026-01-20,Mobile,12,548
8654,CUST_1627,2026-01-22,Tablet,7,308
8655,CUST_1627,2026-01-10,Desktop,10,359
8656,CUST_1627,2025-12-28,Tablet,8,256
8657,CUST_1628,2026-01-16,Tablet,12,84
8658,CUST_1628,2026-01-09,Mobile,14,279
8659,CUST_1628,2026-01-14,Mobile,7,296
8660,CUST_1628,2025-12-26,Tablet,6,597
8661,CUST_1628,2026-01-24,Mobile,3,93
8662,CUST_1628,2025-12-30,Tablet,14,273
8663,CUST_1629,2026-01-08,Tablet,5,244
8664,CUST_1629,2026-01-02,Tablet,10,372
8665,CUST_1629,2026-01-18,Desktop,9,140
8666,CUST_1629,2026-01-02,Tablet,12,152
8667,CUST_1629,2026-01-02,Tablet,13,67
8668,CUST_1629,2026-01-16,Mobile,7,316
8669,CUST_1629,2026-01-13,Desktop,12,411
8670,CUST_1630,2026-01-02,Tablet,11,287
8671,CUST_1630,2026-01-24,Mobile,10,577
8672,CUST_1630,2025-12-31,Tablet,7,515
8673,CUST_1630,2025-12-31,Desktop,10,234
8674,CUST_1630,2025-12-28,Mobile,10,533
8675,CUST_1630,2026-01-10,Tablet,7,268
8676,CUST_1630,2026-01-24,Mobile,7,413
8677,CUST_1631,2026-01-19,Desktop,12,286
8678,CUST_1631,2025-12-26,Mobile,6,186
8679,CUST_1631,2026-01-15,Desktop,9,35
8680,CUST_1632,2025-12-28,Desktop,8,524
8681,CUST_1632,2026-01-17,Mobile,2,492
8682,CUST_1632,2026-01-11,Desktop,6,289
8683,CUST_1632,2026-01-06,Tablet,3,37
8684,CUST_1632,2026-01-01,Mobile,11,295
8685,CUST_1632,2026-01-07,Tablet,4,89
8686,CUST_1633,2026-01-05,Mobile,13,539
8687,CUST_1633,2025-12-27,Desktop,8,422
8688,CUST_1634,2026-01-22,Mobile,14,80
8689,CUST_1634,2025-12-29,Mobile,3,440
8690,CUST_1634,2026-01-22,Desktop,2,243
8691,CUST_1634,2026-01-24,Tablet,10,484
8692,CUST_1634,2026-01-06,Tablet,14,436
8693,CUST_1634,2025-12-29,Desktop,3,95
8694,CUST_1635,2026-01-24,Desktop,14,163
8695,CUST_1635,2025-12-31,Tablet,13,152
8696,CUST_1635,2026-01-20,Mobile,7,320
8697,CUST_1635,2026-01-13,Mobile,8,493
8698,CUST_1635,2026-01-01,Mobile,7,541
8699,CUST_1635,2025-12-28,Tablet,5,58
8700,CUST_1635,2026-01-13,Desktop,14,106
8701,CUST_1635,2025-12-29,Tablet,11,531
8702,CUST_1635,2026-01-03,Tablet,7,206
8703,CUST_1636,2025-12-31,Mobile,13,82
8704,CUST_1636,2026-01-16,Desktop,4,482
8705,CUST_1636,2026-01-01,Tablet,14,420
8706,CUST_1636,2026-01-21,Mobile,14,483
8707,CUST_1637,2026-01-07,Mobile,5,61
8708,CUST_1637,2026-01-14,Desktop,4,169
8709,CUST_1637,2025-12-26,Desktop,2,540
8710,CUST_1637,2026-01-20,Tablet,13,357
8711,CUST_1637,2026-01-10,Desktop,14,480
8712,CUST_1637,2026-01-15,Desktop,10,439
8713,CUST_1638,2026-01-21,Tablet,8,596
8714,CUST_1638,2025-12-28,Tablet,4,524
8715,CUST_1638,2026-01-24,Desktop,5,307
8716,CUST_1638,2026-01-24,Mobile,8,75
8717,CUST_1639,2026-01-13,Tablet,5,195
8718,CUST_1639,2026-01-11,Mobile,8,106
8719,CUST_1639,2026-01-06,Mobile,8,64
8720,CUST_1639,2025-12-26,Desktop,12,180
8721,CUST_1639,2026-01-17,Desktop,12,267
8722,CUST_1639,2026-01-16,Desktop,13,225
8723,CUST_1639,2026-01-20,Desktop,11,91
8724,CUST_1640,2026-01-06,Mobile,3,62
8725,CUST_1640,2026-01-11,Mobile,14,297
8726,CUST_1640,2026-01-14,Tablet,12,131
8727,CUST_1640,2026-01-14,Tablet,12,395
8728,CUST_1641,2026-01-24,Mobile,10,223
8729,CUST_1641,2026-01-03,Tablet,4,117
8730,CUST_1642,2025-12-29,Mobile,9,394
8731,CUST_1642,2026-01-09,Desktop,5,498
8732,CUST_1642,2026-01-08,Tablet,6,550
8733,CUST_1642,2026-01-19,Mobile,8,438
8734,CUST_1642,2026-01-24,Desktop,12,49
8735,CUST_1642,2026-01-09,Tablet,12,483
8736,CUST_1642,2026-01-03,Tablet,7,499
8737,CUST_1642,2026-01-09,Mobile,7,262
8738,CUST_1643,2026-01-21,Mobile,7,313
8739,CUST_1643,2026-01-08,Tablet,9,400
8740,CUST_1643,2026-01-14,Desktop,7,201
8741,CUST_1643,2026-01-20,Mobile,2,303
8742,CUST_1643,2026-01-13,Desktop,12,487
8743,CUST_1643,2026-01-12,Tablet,7,206
8744,CUST_1644,2026-01-13,Desktop,4,441
8745,CUST_1644,2026-01-02,Mobile,14,166
8746,CUST_1644,2026-01-14,Tablet,8,51
8747,CUST_1644,2026-01-19,Tablet,6,181
8748,CUST_1644,2026-01-16,Desktop,11,388
8749,CUST_1644,2026-01-13,Desktop,13,327
8750,CUST_1644,2026-01-24,Desktop,7,298
8751,CUST_1645,2025-12-27,Desktop,5,511
8752,CUST_1645,2026-01-19,Mobile,8,301
8753,CUST_1646,2026-01-24,Mobile,10,505
8754,CUST_1646,2026-01-06,Tablet,9,340
8755,CUST_1646,2026-01-14,Desktop,7,36
8756,CUST_1646,2026-01-01,Desktop,9,569
8757,CUST_1646,2026-01-14,Tablet,9,350
8758,CUST_1646,2026-01-21,Tablet,13,476
8759,CUST_1647,2026-01-21,Mobile,14,469
8760,CUST_1647,2026-01-07,Tablet,3,295
8761,CUST_1647,2026-01-24,Mobile,13,264
8762,CUST_1648,2026-01-23,Tablet,8,323
8763,CUST_1648,2026-01-08,Tablet,9,263
8764,CUST_1648,2026-01-09,Tablet,14,460
8765,CUST_1648,2025-12-30,Desktop,11,336
8766,CUST_1648,2026-01-01,Desktop,9,539
8767,CUST_1649,2026-01-02,Mobile,14,76
8768,CUST_1649,2025-12-26,Mobile,2,59
8769,CUST_1649,2026-01-22,Tablet,3,103
8770,CUST_1649,2025-12-31,Mobile,5,98
8771,CUST_1650,2026-01-02,Tablet,7,239
8772,CUST_1650,2026-01-06,Tablet,3,79
8773,CUST_1650,2025-12-27,Mobile,5,203
8774,CUST_1650,2025-12-29,Desktop,5,349
8775,CUST_1650,2025-12-27,Tablet,2,160
8776,CUST_1650,2026-01-21,Tablet,9,547
8777,CUST_1650,2026-01-01,Desktop,4,489
8778,CUST_1650,2025-12-30,Mobile,5,215
8779,CUST_1651,2026-01-20,Tablet,5,309
8780,CUST_1651,2026-01-21,Tablet,8,582
8781,CUST_1651,2026-01-17,Desktop,7,76
8782,CUST_1651,2026-01-15,Tablet,13,228
8783,CUST_1651,2026-01-11,Desktop,13,342
8784,CUST_1651,2026-01-03,Desktop,6,455
8785,CUST_1651,2025-12-30,Desktop,12,349
8786,CUST_1651,2026-01-11,Tablet,12,115
8787,CUST_1652,2026-01-18,Mobile,8,295
8788,CUST_1652,2026-01-02,Desktop,4,215
8789,CUST_1652,2026-01-19,Tablet,7,518
8790,CUST_1652,2025-12-28,Tablet,13,50
8791,CUST_1652,2026-01-18,Desktop,12,481
8792,CUST_1652,2025-12-29,Mobile,11,52
8793,CUST_1652,2026-01-08,Desktop,3,299
8794,CUST_1653,2026-01-15,Mobile,9,158
8795,CUST_1653,2026-01-10,Mobile,3,430
8796,CUST_1653,2026-01-01,Tablet,11,449
8797,CUST_1653,2026-01-16,Tablet,8,486
8798,CUST_1653,2026-01-21,Mobile,8,400
8799,CUST_1653,2026-01-02,Tablet,7,59
8800,CUST_1653,2026-01-22,Mobile,4,549
8801,CUST_1654,2026-01-08,Tablet,5,326
8802,CUST_1654,2026-01-22,Mobile,10,487
8803,CUST_1654,2026-01-06,Mobile,9,183
8804,CUST_1655,2026-01-22,Mobile,10,541
8805,CUST_1655,2026-01-24,Mobile,2,269
8806,CUST_1655,2025-12-26,Tablet,2,64
8807,CUST_1655,2026-01-11,Mobile,2,206
8808,CUST_1655,2026-01-02,Desktop,7,141
8809,CUST_1656,2026-01-03,Mobile,9,208
8810,CUST_1656,2026-01-09,Desktop,8,304
8811,CUST_1656,2026-01-02,Mobile,4,177
8812,CUST_1656,2026-01-03,Mobile,10,440
8813,CUST_1656,2026-01-24,Tablet,6,335
8814,CUST_1657,2026-01-23,Tablet,3,152
8815,CUST_1657,2026-01-13,Mobile,3,465
8816,CUST_1657,2025-12-29,Mobile,10,582
8817,CUST_1658,2026-01-06,Tablet,11,590
8818,CUST_1658,2026-01-15,Desktop,10,151
8819,CUST_1658,2026-01-17,Desktop,13,551
8820,CUST_1658,2025-12-26,Tablet,4,474
8821,CUST_1658,2026-01-18,Desktop,7,403
8822,CUST_1659,2026-01-08,Mobile,13,520
8823,CUST_1659,2026-01-21,Tablet,10,365
8824,CUST_1659,2026-01-14,Mobile,7,148
8825,CUST_1659,2026-01-23,Tablet,7,148
8826,CUST_1659,2026-01-23,Mobile,10,270
8827,CUST_1660,2026-01-18,Mobile,6,269
8828,CUST_1660,2025-12-31,Mobile,13,427
8829,CUST_1661,2025-12-31,Mobile,3,528
8830,CUST_1661,2026-01-16,Tablet,9,439
8831,CUST_1661,2026-01-11,Tablet,12,483
8832,CUST_1661,2026-01-07,Mobile,12,398
8833,CUST_1661,2026-01-16,Mobile,10,570
8834,CUST_1661,2026-01-19,Tablet,9,206
8835,CUST_1661,2026-01-21,Mobile,6,150
8836,CUST_1661,2026-01-17,Tablet,11,263
8837,CUST_1662,2026-01-11,Desktop,10,392
8838,CUST_1662,2026-01-06,Mobile,7,420
8839,CUST_1662,2025-12-30,Tablet,9,124
8840,CUST_1662,2026-01-14,Desktop,9,572
8841,CUST_1662,2026-01-20,Mobile,9,499
8842,CUST_1662,2026-01-22,Tablet,2,372
8843,CUST_1663,2026-01-11,Tablet,5,49
8844,CUST_1664,2025-12-27,Tablet,4,486
8845,CUST_1664,2026-01-16,Desktop,8,375
8846,CUST_1664,2026-01-11,Mobile,2,505
8847,CUST_1664,2026-01-12,Mobile,9,267
8848,CUST_1664,2026-01-03,Desktop,5,91
8849,CUST_1664,2026-01-14,Tablet,6,125
8850,CUST_1664,2026-01-16,Tablet,7,204
8851,CUST_1665,2025-12-26,Tablet,2,106
8852,CUST_1665,2026-01-24,Desktop,9,117
8853,CUST_1665,2026-01-09,Desktop,8,111
8854,CUST_1665,2026-01-12,Mobile,4,146
8855,CUST_1665,2026-01-18,Mobile,7,318
8856,CUST_1666,2026-01-23,Tablet,11,524
8857,CUST_1666,2026-01-06,Tablet,12,599
8858,CUST_1666,2026-01-17,Tablet,4,70
8859,CUST_1666,2026-01-17,Mobile,7,353
8860,CUST_1666,2026-01-11,Desktop,10,185
8861,CUST_1666,2026-01-04,Tablet,8,533
8862,CUST_1666,2025-12-28,Mobile,8,538
8863,CUST_1666,2026-01-02,Tablet,7,343
8864,CUST_1667,2025-12-29,Tablet,10,315
8865,CUST_1667,2025-12-27,Tablet,10,317
8866,CUST_1667,2026-01-07,Desktop,14,361
8867,CUST_1667,2026-01-01,Desktop,13,220
8868,CUST_1667,2026-01-07,Desktop,6,226
8869,CUST_1667,2026-01-01,Mobile,6,155
8870,CUST_1667,2026-01-05,Desktop,7,466
8871,CUST_1668,2026-01-17,Tablet,3,59
8872,CUST_1668,2025-12-28,Tablet,11,236
8873,CUST_1668,2026-01-14,Mobile,11,401
8874,CUST_1668,2026-01-06,Mobile,7,399
8875,CUST_1668,2026-01-16,Mobile,12,447
8876,CUST_1668,2026-01-14,Tablet,13,122
8877,CUST_1668,2025-12-29,Desktop,13,473
8878,CUST_1668,2026-01-19,Mobile,11,182
8879,CUST_1669,2026-01-24,Desktop,12,72
8880,CUST_1669,2026-01-15,Desktop,9,196
8881,CUST_1670,2025-12-29,Tablet,10,507
8882,CUST_1670,2026-01-06,Tablet,11,291
8883,CUST_1670,2026-01-03,Tablet,10,79
8884,CUST_1670,2026-01-11,Mobile,2,91
8885,CUST_1670,2026-01-02,Mobile,13,328
8886,CUST_1670,2026-01-19,Mobile,8,498
8887,CUST_1670,2026-01-21,Tablet,4,79
8888,CUST_1671,2026-01-04,Mobile,7,565
8889,CUST_1672,2026-01-05,Tablet,3,403
8890,CUST_1672,2026-01-18,Mobile,2,84
8891,CUST_1672,2026-01-10,Mobile,5,206
8892,CUST_1672,2026-01-12,Mobile,9,176
8893,CUST_1672,2026-01-21,Desktop,3,462
8894,CUST_1672,2025-12-27,Tablet,6,179
8895,CUST_1672,2025-12-28,Desktop,6,180
8896,CUST_1673,2026-01-18,Desktop,10,142
8897,CUST_1673,2026-01-11,Mobile,8,496
8898,CUST_1673,2026-01-10,Desktop,11,467
8899,CUST_1673,2025-12-27,Desktop,3,526
8900,CUST_1673,2025-12-26,Desktop,5,519
8901,CUST_1674,2026-01-17,Desktop,11,574
8902,CUST_1674,2026-01-11,Tablet,10,83
8903,CUST_1674,2026-01-06,Mobile,11,379
8904,CUST_1674,2026-01-19,Mobile,3,185
8905,CUST_1674,2026-01-17,Tablet,11,583
8906,CUST_1674,2026-01-17,Tablet,12,277
8907,CUST_1675,2026-01-16,Desktop,9,539
8908,CUST_1675,2025-12-26,Mobile,12,341
8909,CUST_1675,2026-01-13,Desktop,11,395
8910,CUST_1675,2026-01-24,Tablet,5,141
8911,CUST_1675,2025-12-27,Mobile,8,85
8912,CUST_1675,2026-01-07,Mobile,11,335
8913,CUST_1675,2026-01-21,Desktop,11,555
8914,CUST_1676,2026-01-20,Desktop,9,435
8915,CUST_1676,2026-01-23,Mobile,13,244
8916,CUST_1676,2026-01-12,Tablet,13,510
8917,CUST_1676,2026-01-12,Desktop,4,237
8918,CUST_1676,2026-01-17,Tablet,9,335
8919,CUST_1676,2026-01-01,Mobile,3,263
8920,CUST_1676,2026-01-22,Tablet,3,128
8921,CUST_1677,2025-12-30,Tablet,12,592
8922,CUST_1677,2025-12-31,Mobile,5,549
8923,CUST_1677,2026-01-21,Desktop,14,177
8924,CUST_1677,2026-01-01,Tablet,10,94
8925,CUST_1677,2026-01-14,Mobile,13,340
8926,CUST_1678,2025-12-27,Mobile,12,80
8927,CUST_1678,2026-01-03,Desktop,3,270
8928,CUST_1678,2026-01-24,Mobile,4,376
8929,CUST_1678,2026-01-17,Desktop,8,73
8930,CUST_1678,2026-01-07,Mobile,14,487
8931,CUST_1678,2026-01-11,Mobile,4,509
8932,CUST_1678,2025-12-29,Mobile,3,283
8933,CUST_1678,2026-01-18,Desktop,5,587
8934,CUST_1679,2026-01-20,Mobile,12,328
8935,CUST_1679,2026-01-08,Tablet,5,286
8936,CUST_1679,2026-01-02,Mobile,14,213
8937,CUST_1679,2026-01-13,Tablet,2,577
8938,CUST_1679,2026-01-21,Desktop,8,112
8939,CUST_1679,2026-01-04,Tablet,6,244
8940,CUST_1679,2026-01-23,Desktop,12,172
8941,CUST_1680,2026-01-15,Mobile,3,271
8942,CUST_1680,2026-01-11,Mobile,3,58
8943,CUST_1680,2026-01-15,Mobile,3,31
8944,CUST_1680,2026-01-18,Tablet,14,515
8945,CUST_1680,2026-01-08,Tablet,5,284
8946,CUST_1680,2026-01-03,Tablet,14,210
8947,CUST_1681,2026-01-03,Tablet,10,120
8948,CUST_1681,2025-12-31,Tablet,10,323
8949,CUST_1681,2026-01-13,Tablet,6,89
8950,CUST_1681,2026-01-16,Tablet,7,130
8951,CUST_1681,2026-01-20,Tablet,8,420
8952,CUST_1681,2025-12-29,Tablet,8,329
8953,CUST_1681,2026-01-17,Mobile,8,423
8954,CUST_1682,2026-01-13,Desktop,2,309
8955,CUST_1682,2026-01-16,Mobile,8,293
8956,CUST_1682,2026-01-19,Desktop,11,429
8957,CUST_1682,2026-01-15,Tablet,5,571
8958,CUST_1682,2026-01-06,Tablet,4,469
8959,CUST_1683,2026-01-02,Tablet,10,318
8960,CUST_1683,2026-01-08,Mobile,2,162
8961,CUST_1683,2026-01-17,Mobile,6,270
8962,CUST_1684,2026-01-02,Mobile,10,548
8963,CUST_1685,2025-12-31,Desktop,4,48
8964,CUST_1685,2026-01-12,Desktop,5,549
8965,CUST_1685,2026-01-07,Mobile,4,115
8966,CUST_1685,2026-01-17,Tablet,3,522
8967,CUST_1686,2026-01-10,Mobile,3,533
8968,CUST_1686,2026-01-05,Mobile,12,370
8969,CUST_1686,2026-01-13,Tablet,3,569
8970,CUST_1686,2026-01-05,Mobile,4,350
8971,CUST_1686,2026-01-02,Tablet,7,30
8972,CUST_1687,2026-01-17,Tablet,5,294
8973,CUST_1687,2025-12-26,Mobile,6,499
8974,CUST_1687,2026-01-02,Mobile,6,481
8975,CUST_1688,2026-01-18,Desktop,6,171
8976,CUST_1688,2026-01-23,Desktop,7,479
8977,CUST_1688,2025-12-27,Mobile,5,476
8978,CUST_1688,2026-01-14,Mobile,6,550
8979,CUST_1688,2026-01-06,Desktop,10,115
8980,CUST_1688,2026-01-19,Tablet,9,451
8981,CUST_1689,2026-01-24,Tablet,4,54
8982,CUST_1689,2026-01-02,Mobile,14,118
8983,CUST_1689,2026-01-07,Tablet,8,510
8984,CUST_1689,2025-12-27,Desktop,2,374
8985,CUST_1689,2026-01-21,Mobile,12,575
8986,CUST_1689,2026-01-02,Desktop,9,416
8987,CUST_1689,2026-01-04,Desktop,11,422
8988,CUST_1689,2025-12-28,Mobile,12,444
8989,CUST_1690,2026-01-17,Mobile,14,36
8990,CUST_1690,2025-12-26,Mobile,11,561
8991,CUST_1690,2026-01-12,Desktop,13,566
8992,CUST_1690,2026-01-07,Tablet,3,356
8993,CUST_1690,2026-01-11,Mobile,11,178
8994,CUST_1691,2026-01-02,Tablet,8,284
8995,CUST_1691,2025-12-29,Tablet,12,39
8996,CUST_1691,2026-01-12,Desktop,8,184
8997,CUST_1691,2026-01-22,Mobile,7,520
8998,CUST_1691,2026-01-08,Desktop,5,70
8999,CUST_1691,2026-01-23,Tablet,6,111
9000,CUST_1691,2026-01-12,Tablet,5,325
9001,CUST_1692,2026-01-03,Desktop,6,387
9002,CUST_1692,2026-01-11,Mobile,8,277
9003,CUST_1692,2026-01-04,Mobile,8,282
9004,CUST_1692,2026-01-12,Mobile,4,497
9005,CUST_1692,2025-12-31,Tablet,10,359
9006,CUST_1692,2025-12-29,Desktop,14,380
9007,CUST_1692,2026-01-24,Mobile,9,343
9008,CUST_1693,2026-01-11,Mobile,4,199
9009,CUST_1693,2026-01-08,Tablet,2,54
9010,CUST_1693,2026-01-05,Mobile,8,239
9011,CUST_1693,2026-01-23,Desktop,2,457
9012,CUST_1693,2026-01-24,Mobile,11,510
9013,CUST_1693,2025-12-30,Tablet,7,68
9014,CUST_1694,2026-01-08,Tablet,10,101
9015,CUST_1694,2025-12-28,Mobile,12,77
9016,CUST_1694,2025-12-27,Tablet,2,407
9017,CUST_1694,2025-12-30,Tablet,4,404
9018,CUST_1694,2026-01-22,Desktop,12,74
9019,CUST_1694,2026-01-18,Desktop,14,400
9020,CUST_1694,2026-01-06,Mobile,11,331
9021,CUST_1694,2025-12-30,Tablet,13,459
9022,CUST_1695,2026-01-08,Desktop,4,208
9023,CUST_1695,2026-01-09,Mobile,9,138
9024,CUST_1695,2026-01-15,Desktop,11,322
9025,CUST_1696,2026-01-13,Mobile,9,435
9026,CUST_1696,2025-12-27,Mobile,3,588
9027,CUST_1697,2026-01-23,Tablet,2,69
9028,CUST_1697,2026-01-23,Mobile,12,225
9029,CUST_1698,2026-01-05,Mobile,7,420
9030,CUST_1698,2026-01-17,Desktop,14,441
9031,CUST_1698,2026-01-01,Mobile,6,205
9032,CUST_1698,2026-01-13,Desktop,13,40
9033,CUST_1698,2026-01-13,Desktop,7,124
9034,CUST_1698,2025-12-28,Desktop,12,53
9035,CUST_1698,2026-01-11,Desktop,14,143
9036,CUST_1698,2026-01-08,Tablet,10,589
9037,CUST_1699,2026-01-23,Mobile,14,475
9038,CUST_1699,2026-01-04,Tablet,4,239
9039,CUST_1699,2025-12-27,Tablet,7,58
9040,CUST_1699,2025-12-28,Desktop,11,333
9041,CUST_1699,2026-01-08,Tablet,6,530
9042,CUST_1699,2026-01-23,Mobile,10,403
9043,CUST_1700,2026-01-16,Tablet,7,585
9044,CUST_1700,2026-01-06,Desktop,10,82
9045,CUST_1700,2026-01-03,Tablet,3,92
9046,CUST_1700,2025-12-27,Mobile,2,271
9047,CUST_1700,2025-12-29,Tablet,4,564
9048,CUST_1700,2026-01-08,Desktop,14,37
9049,CUST_1700,2026-01-15,Desktop,5,85
9050,CUST_1700,2025-12-26,Tablet,9,501
9051,CUST_1701,2025-12-27,Mobile,7,294
9052,CUST_1701,2025-12-29,Mobile,8,226
9053,CUST_1701,2026-01-14,Tablet,12,37
9054,CUST_1701,2026-01-10,Mobile,8,252
9055,CUST_1701,2026-01-11,Desktop,8,379
9056,CUST_1701,2026-01-02,Tablet,9,367
9057,CUST_1702,2026-01-02,Desktop,5,233
9058,CUST_1702,2026-01-15,Mobile,9,103
9059,CUST_1702,2026-01-17,Desktop,3,204
9060,CUST_1702,2026-01-18,Tablet,6,324
9061,CUST_1702,2026-01-20,Mobile,13,65
9062,CUST_1703,2026-01-06,Tablet,13,71
9063,CUST_1703,2025-12-26,Tablet,8,271
9064,CUST_1703,2026-01-08,Tablet,13,153
9065,CUST_1703,2026-01-23,Desktop,12,338
9066,CUST_1704,2026-01-04,Mobile,2,505
9067,CUST_1704,2026-01-07,Mobile,3,272
9068,CUST_1704,2025-12-30,Tablet,8,322
9069,CUST_1704,2026-01-10,Desktop,8,472
9070,CUST_1704,2026-01-23,Tablet,10,448
9071,CUST_1704,2026-01-01,Desktop,8,354
9072,CUST_1705,2026-01-13,Mobile,12,486
9073,CUST_1705,2025-12-30,Mobile,2,359
9074,CUST_1705,2026-01-14,Mobile,7,352
9075,CUST_1705,2026-01-11,Tablet,7,32
9076,CUST_1705,2026-01-08,Desktop,14,273
9077,CUST_1705,2026-01-13,Mobile,12,470
9078,CUST_1705,2025-12-31,Desktop,8,515
9079,CUST_1705,2026-01-12,Tablet,3,314
9080,CUST_1706,2026-01-14,Desktop,3,96
9081,CUST_1706,2026-01-20,Tablet,3,56
9082,CUST_1706,2026-01-02,Tablet,7,139
9083,CUST_1706,2026-01-23,Desktop,2,488
9084,CUST_1706,2025-12-26,Mobile,10,215
9085,CUST_1706,2025-12-30,Tablet,13,137
9086,CUST_1706,2026-01-03,Mobile,13,405
9087,CUST_1707,2026-01-04,Mobile,10,571
9088,CUST_1708,2026-01-09,Desktop,11,543
9089,CUST_1708,2026-01-03,Mobile,12,124
9090,CUST_1708,2026-01-22,Tablet,6,362
9091,CUST_1708,2025-12-29,Tablet,12,71
9092,CUST_1709,2026-01-16,Tablet,6,232
9093,CUST_1709,2026-01-12,Desktop,8,536
9094,CUST_1709,2026-01-11,Desktop,10,156
9095,CUST_1709,2026-01-20,Desktop,5,499
9096,CUST_1709,2025-12-31,Tablet,9,36
9097,CUST_1710,2026-01-17,Tablet,8,154
9098,CUST_1710,2026-01-22,Mobile,14,236
9099,CUST_1710,2026-01-13,Mobile,11,366
9100,CUST_1710,2026-01-20,Tablet,5,372
9101,CUST_1710,2026-01-12,Mobile,12,349
9102,CUST_1710,2026-01-10,Tablet,3,475
9103,CUST_1711,2026-01-01,Mobile,13,248
9104,CUST_1712,2026-01-03,Tablet,9,310
9105,CUST_1712,2026-01-14,Desktop,7,419
9106,CUST_1712,2026-01-16,Desktop,8,222
9107,CUST_1712,2026-01-08,Desktop,2,85
9108,CUST_1712,2026-01-07,Tablet,11,457
9109,CUST_1712,2026-01-12,Tablet,6,491
9110,CUST_1712,2026-01-15,Tablet,4,389
9111,CUST_1713,2026-01-02,Tablet,6,460
9112,CUST_1713,2025-12-26,Tablet,12,402
9113,CUST_1713,2026-01-16,Tablet,2,235
9114,CUST_1713,2026-01-10,Tablet,12,484
9115,CUST_1713,2026-01-23,Mobile,2,589
9116,CUST_1713,2026-01-16,Tablet,13,195
9117,CUST_1713,2026-01-07,Desktop,4,319
9118,CUST_1713,2026-01-12,Mobile,9,590
9119,CUST_1714,2026-01-15,Tablet,5,592
9120,CUST_1714,2026-01-13,Mobile,5,446
9121,CUST_1714,2026-01-13,Mobile,8,58
9122,CUST_1714,2025-12-26,Mobile,2,339
9123,CUST_1714,2026-01-07,Tablet,12,486
9124,CUST_1714,2026-01-07,Tablet,2,121
9125,CUST_1715,2026-01-11,Tablet,9,569
9126,CUST_1715,2026-01-02,Mobile,10,597
9127,CUST_1715,2026-01-18,Tablet,9,568
9128,CUST_1715,2026-01-18,Desktop,11,178
9129,CUST_1715,2026-01-09,Desktop,3,584
9130,CUST_1715,2026-01-22,Tablet,3,469
9131,CUST_1715,2026-01-17,Tablet,14,395
9132,CUST_1715,2025-12-27,Desktop,3,113
9133,CUST_1716,2026-01-17,Tablet,10,443
9134,CUST_1716,2026-01-06,Tablet,6,582
9135,CUST_1716,2026-01-06,Mobile,8,243
9136,CUST_1716,2025-12-30,Tablet,10,75
9137,CUST_1716,2026-01-10,Mobile,6,271
9138,CUST_1716,2026-01-09,Desktop,8,137
9139,CUST_1716,2026-01-17,Mobile,9,53
9140,CUST_1716,2025-12-26,Desktop,7,363
