Unnamed: 0,rank,asin,product_title,product_price,product_star_rating,product_num_ratings,product_url,product_photo,rank_change_label,country,page,price_numeric,currency,product_price_original,price_numeric_original,price_usd,price_category,rating_category,popularity_category,product_category,product_title_clean,product_version,popularity_weighted_score,price_efficiency,popularity_percentile
824,26,B0CGLRJV59,【自動更新】Microsoft 365 Personal AI機能搭載 1年版 サブスクリプション | Win/Mac/iPad|インストール台数無制限(同時使用可能台数5台),"￥21,300",3.8,486.0,https://www.amazon.co.jp/dp/B0CGLRJV59,"https://images-fe.ssl-images-amazon.com/images/I/718CwCj0m7L._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥21,300",,,Unknown,Average (3.0-3.9),High (200-999),Office/Productivity,【自動更新】Microsoft 365 Personal AI機能搭載 1年版 サブスクリプション | Win/Mac/iPad|インストール台数無制限(同時使用可能台数5台),Unknown,23.51540366771384,0.0,2.53270102662984
825,27,B0CN2QDWSC,ドラゴンクエストX　オンライン　オールインワンパッケージ　version 1-7 【購入特典】ゲーム内アイテム「黄金の花びら×10個」【Amazon.co.jp限定】ゲーム内で使える「超元気玉5個+ふくびき券10枚」が手に入るアイテムコード ※有効期,"￥5,940",4.2,105.0,https://www.amazon.co.jp/dp/B0CN2QDWSC,"https://images-fe.ssl-images-amazon.com/images/I/71GbxbEFp2L._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥5,940",,,Unknown,Good (4.0-4.4),Medium (50-199),Other,ドラゴンクエストX オンライン オールインワンパッケージ version 1-7 【購入特典】ゲーム内アイテム「黄金の花びら×10個」【Amazon.co.jp限定】ゲーム内で使える「超元気玉5個+ふくびき券10枚」が手に入るアイテムコード ※有効期,v1,19.586444195270683,0.0,0.5471884934076815
826,28,B07K6MD61Y,【Amazon.co.jp限定】ノートン セキュリティ デラックス(最新版)|3台・月額版|サブスクリプション(定期更新)|iOS/Windows/Android/Macintosh対応【PC/スマホ対応】,￥660,3.8,92.0,https://www.amazon.co.jp/dp/B07K6MD61Y,"https://images-fe.ssl-images-amazon.com/images/I/619ZPoTtIsL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,￥660,,,Unknown,Average (3.0-3.9),Medium (50-199),Operating System,【Amazon.co.jp限定】ノートン セキュリティ デラックス(最新版)|3台・月額版|サブスクリプション(定期更新)|iOS/Windows/Android/Macintosh対応【PC/スマホ対応】,Unknown,17.223878073982373,0.0,0.4794413466048256
827,29,B0FBG3DBFL,Office 2019 Home&Business｜カード版｜永続ライセンス｜Win11/10対応｜2台までインストール可｜手動認証（所要時間約5～10分）｜インストール手順をよくお読みください,"￥8,585",4.4,15.0,https://www.amazon.co.jp/dp/B0FBG3DBFL,"https://images-fe.ssl-images-amazon.com/images/I/71E4Hb6niKL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥8,585",,,Unknown,Good (4.0-4.4),Low (1-49),Office/Productivity,Office 2019 Home&Business｜カード版｜永続ライセンス｜Win11/10対応｜2台までインストール可｜手動認証（所要時間約5～10分）｜インストール手順をよくお読みください,2019,12.199390377855037,0.0,0.07816978477252592
828,30,B0DFGDFPLZ,Microsoft Access 2024(最新 永続版)|カード版|Windows11、10|PC2台,"￥18,370",3.7,17.0,https://www.amazon.co.jp/dp/B0DFGDFPLZ,"https://images-fe.ssl-images-amazon.com/images/I/51jJHZee+bL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥18,370",,,Unknown,Average (3.0-3.9),Low (1-49),Operating System,Microsoft Access 2024(最新 永続版)|カード版|Windows11、10|PC2台,2024,10.69437550421581,0.0,0.08859242274219604
829,31,B0CN2LYBZM,ESET HOME セキュリティ エッセンシャル(最新)| 1台3年 |オンラインコード版|ウイルス対策|Win/Mac/Android対応|オンラインコード版,"￥6,900",4.3,115.0,https://www.amazon.co.jp/dp/B0CN2LYBZM,"https://images-fe.ssl-images-amazon.com/images/I/61FoLFo2giL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥6,900",,,Unknown,Good (4.0-4.4),Medium (50-199),Other,ESET HOME セキュリティ エッセンシャル(最新)| 1台3年 |オンラインコード版|ウイルス対策|Win/Mac/Android対応|オンラインコード版,Unknown,20.440437821757367,0.0,0.5993016832560322
830,32,B0FBFKQSYR,【Adobe公式】Illustrator(イラストレーター) 生成AI Firefly搭載デザインソフト(最新)|12ヵ月| オンラインコード版 Win / Mac 対応 | イラスト ロゴ イラレ|オンラインコード版,"￥31,528",4.2,3.0,https://www.amazon.co.jp/dp/B0FBFKQSYR,"https://images-fe.ssl-images-amazon.com/images/I/41u6vQYLxlL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥31,528",,,Unknown,Good (4.0-4.4),Low (1-49),Creative Software,【Adobe公式】Illustrator(イラストレーター) 生成AI Firefly搭載デザインソフト(最新)|12ヵ月| オンラインコード版 Win / Mac 対応 | イラスト ロゴ イラレ|オンラインコード版,Unknown,5.8224363167035404,0.0,0.015633956954505184
831,33,B09LYNRVF5,AOSデータ AOSデータ ファイナルパソコン引越し Win11対応版 専用USBリンクケーブル付,"￥5,418",3.4,232.0,https://www.amazon.co.jp/dp/B09LYNRVF5,"https://images-fe.ssl-images-amazon.com/images/I/61BwDSHwRHL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥5,418",,,Unknown,Average (3.0-3.9),High (200-999),Operating System,AOSデータ AOSデータ ファイナルパソコン引越し Win11対応版 専用USBリンクケーブル付,Unknown,18.53353074212338,0.0,1.2090260044817343
832,34,B09GTZ2DQ6,ESET HOME セキュリティ エッセンシャル| 5台3年 |カード版|ウイルス対策|Win/Mac/Android対応,"￥9,000",4.2,132.0,https://www.amazon.co.jp/dp/B09GTZ2DQ6,"https://images-fe.ssl-images-amazon.com/images/I/61GsAtSqLdL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥9,000",,,Unknown,Good (4.0-4.4),Medium (50-199),Other,ESET HOME セキュリティ エッセンシャル| 5台3年 |カード版|ウイルス対策|Win/Mac/Android対応,Unknown,20.539466338531366,0.0,0.6878941059982282
833,35,B0CGLNK5CR,トレンドマイクロ ウイルスバスター トータルセキュリティ スタンダード 3年版 PKG,"￥13,693",4.0,108.0,https://www.amazon.co.jp/dp/B0CGLNK5CR,"https://images-fe.ssl-images-amazon.com/images/I/71iN8YXeJrL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥13,693",,,Unknown,Good (4.0-4.4),Medium (50-199),Other,トレンドマイクロ ウイルスバスター トータルセキュリティ スタンダード 3年版 PKG,Unknown,18.765391528916574,0.0,0.5628224503621867
834,36,B0CP8PRCS9,ソースネクスト ｜ Polaris Office｜ オフィスソフト ｜ Microsoft Office と高い 互換 性 Excel PowerPoint Word PDF Windows 対応 永続版|ダウンロード版,"￥3,960",3.4,82.0,https://www.amazon.co.jp/dp/B0CP8PRCS9,"https://images-fe.ssl-images-amazon.com/images/I/71TTI80OY1L._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥3,960",,,Unknown,Average (3.0-3.9),Medium (50-199),Office/Productivity,ソースネクスト ｜ Polaris Office｜ オフィスソフト ｜ Microsoft Office と高い 互換 性 Excel PowerPoint Word PDF Windows 対応 永続版|ダウンロード版,Unknown,15.024058066508434,0.0,0.42732815675647506
835,37,B0DFFWF4JZ,Microsoft Excel 2024(最新 永続版)|カード版|Windows11、10/mac対応|PC2台,"￥18,336",4.0,29.0,https://www.amazon.co.jp/dp/B0DFFWF4JZ,"https://images-fe.ssl-images-amazon.com/images/I/51acIaCpccL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥18,336",,,Unknown,Good (4.0-4.4),Low (1-49),Office/Productivity,Microsoft Excel 2024(最新 永続版)|カード版|Windows11、10/mac対応|PC2台,2024,13.604789526648622,0.0,0.15112825056021678
836,38,B0F4Q69SZG,【Windows11 Pro】 DSPライセンス日本語版(インストールUSB付),"￥11,280",3.9,345.0,https://www.amazon.co.jp/dp/B0F4Q69SZG,"https://images-fe.ssl-images-amazon.com/images/I/61YdIhjwT5L._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥11,280",,,Unknown,Average (3.0-3.9),High (200-999),Operating System,【Windows11 Pro】 DSPライセンス日本語版(インストールUSB付),Unknown,22.801111222725126,0.0,1.7979050497680962
837,39,B09WHSYQBB,ダウンロード販売用 Windows 11 Home|オンラインコード版,"￥17,424",3.9,227.0,https://www.amazon.co.jp/dp/B09WHSYQBB,"https://images-fe.ssl-images-amazon.com/images/I/6178O81KLWL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥17,424",,,Unknown,Average (3.0-3.9),High (200-999),Operating System,ダウンロード販売用 Windows 11 Home|オンラインコード版,Unknown,21.17444795292232,0.0,1.1829694095575591
838,40,B08N5K6Y5M,Xbox Game Pass Ultimate 3 ヶ月(Xbox Series X|S、Xbox One、Windows PC)|オンラインコード版,"￥4,350",4.5,1189.0,https://www.amazon.co.jp/dp/B08N5K6Y5M,"https://images-fe.ssl-images-amazon.com/images/I/71FopxjlxpL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥4,350",,,Unknown,Excellent (4.5+),Very High (1000+),Operating System,Xbox Game Pass Ultimate 3 ヶ月(Xbox Series X|S、Xbox One、Windows PC)|オンラインコード版,Unknown,31.867688637475087,0.0,6.196258272968888
839,41,B01LESN1X4,ウイルスバスターマルチデバイス(最新)|月額版|定期購入(サブスクリプション)|Win/Mac/Android対応,￥462,3.0,51.0,https://www.amazon.co.jp/dp/B01LESN1X4,"https://images-fe.ssl-images-amazon.com/images/I/61vBZnf7N+L._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,￥462,,,Unknown,Average (3.0-3.9),Medium (50-199),Other,ウイルスバスターマルチデバイス(最新)|月額版|定期購入(サブスクリプション)|Win/Mac/Android対応,Unknown,11.853731155744283,0.0,0.26577726822658815
840,42,B087Z8J6ML,HD革命/CopyDrive Ver.8|ダウンロード版,"￥3,113",4.2,576.0,https://www.amazon.co.jp/dp/B087Z8J6ML,"https://images-fe.ssl-images-amazon.com/images/I/61lHIqlbSJS._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥3,113",,,Unknown,Good (4.0-4.4),High (200-999),Other,HD革命/CopyDrive Ver.8|ダウンロード版,Unknown,26.70293751933402,0.0,3.0017197352649956
841,43,B07XVJ7HV1,【トレンドマイクロ公式】セキュリティソフト|ウイルスバスター クラウド(最新)| 3年 3台版 | カード版 | Win/Mac/iOS/Android対応【PC/スマホ対応】,"￥11,800",4.1,2203.0,https://www.amazon.co.jp/dp/B07XVJ7HV1,"https://images-fe.ssl-images-amazon.com/images/I/611EhcYmMUL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥11,800",,,Unknown,Good (4.0-4.4),Very High (1000+),Operating System,【トレンドマイクロ公式】セキュリティソフト|ウイルスバスター クラウド(最新)| 3年 3台版 | カード版 | Win/Mac/iOS/Android対応【PC/スマホ対応】,Unknown,31.561919598118497,0.0,11.480535723591641
842,44,B0DCZ3NP19,筆ぐるめ 32 2025年版 | ジャングル | 年賀状・住所録・宛名印刷| Win対応|パッケージ版(DVD-ROM付き),"￥2,680",4.1,126.0,https://www.amazon.co.jp/dp/B0DCZ3NP19,"https://images-fe.ssl-images-amazon.com/images/I/71+Dww7kxFL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥2,680",,,Unknown,Good (4.0-4.4),Medium (50-199),Other,筆ぐるめ 32 2025年版 | ジャングル | 年賀状・住所録・宛名印刷| Win対応|パッケージ版(DVD-ROM付き),2025,19.861167054480223,0.0,0.6566261920892178
843,45,B0DZMWCY58,Microsoft 365 Family 1年版|オンラインコード版|Win/Mac/iPad|利用可能人数最大6人,"￥24,909",4.0,97.0,https://www.amazon.co.jp/dp/B0DZMWCY58,"https://images-fe.ssl-images-amazon.com/images/I/71+YMVVi5aL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥24,909",,,Unknown,Good (4.0-4.4),Medium (50-199),Office/Productivity,Microsoft 365 Family 1年版|オンラインコード版|Win/Mac/iPad|利用可能人数最大6人,Unknown,18.33986991468229,0.0,0.505497941529001
844,46,B0F4Q7K52D,【Windows11 Home】 DSPライセンス日本語版(インストールUSB付),"￥10,780",3.9,345.0,https://www.amazon.co.jp/dp/B0F4Q7K52D,"https://images-fe.ssl-images-amazon.com/images/I/61fn8vB8cqL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥10,780",,,Unknown,Average (3.0-3.9),High (200-999),Operating System,【Windows11 Home】 DSPライセンス日本語版(インストールUSB付),Unknown,22.801111222725126,0.0,1.7979050497680962
845,47,B079BJKLRL,AOSデータ ターミネータ10 plus データ完全抹消 BIOS/UEFI版【パソコンの廃棄・リサイクル時にHDDやSSDのデータを丸ごと消去する情報漏洩対策ソフト】,"￥3,436",3.6,570.0,https://www.amazon.co.jp/dp/B079BJKLRL,"https://images-fe.ssl-images-amazon.com/images/I/61DRttPfgML._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥3,436",,,Unknown,Average (3.0-3.9),High (200-999),Operating System,AOSデータ ターミネータ10 plus データ完全抹消 BIOS/UEFI版【パソコンの廃棄・リサイクル時にHDDやSSDのデータを丸ごと消去する情報漏洩対策ソフト】,Unknown,22.850601154761637,0.0,2.970451821355985
846,48,B01HB4P7G4,[Steam] Onechanbara Z2: Chaos(お姉チャンバラ Z2 ~カオス~ ) DLC Ponytail Wig & Blonde Ponytail Wig [オンラインコード],￥91,4.0,0.0,https://www.amazon.co.jp/dp/B01HB4P7G4,"https://images-fe.ssl-images-amazon.com/images/I/81vGssPi3uL._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,￥91,,,Unknown,Good (4.0-4.4),No Reviews,Operating System,[Steam] Onechanbara Z2: Chaos(お姉チャンバラ Z2 ~カオス~ ) DLC Ponytail Wig & Blonde Ponytail Wig [オンラインコード],Unknown,0.0,0.0,0.0
847,49,B011QXFH3O,【トレンドマイクロ公式】セキュリティソフト|ウイルスバスター クラウド(最新)| 3年 3台版 | オンラインコード版 | Win/Mac/iOS/Android対応【PC/スマホ対応】,"￥13,600",4.1,2203.0,https://www.amazon.co.jp/dp/B011QXFH3O,"https://images-fe.ssl-images-amazon.com/images/I/61O+oh8IT5L._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥13,600",,,Unknown,Good (4.0-4.4),Very High (1000+),Operating System,【トレンドマイクロ公式】セキュリティソフト|ウイルスバスター クラウド(最新)| 3年 3台版 | オンラインコード版 | Win/Mac/iOS/Android対応【PC/スマホ対応】,Unknown,31.561919598118497,0.0,11.480535723591641
848,50,B0CKHLYBP6,ジャングル 完全ハードディスク抹消18 | データ消去| パッケージ版,"￥3,167",3.8,85.0,https://www.amazon.co.jp/dp/B0CKHLYBP6,"https://images-fe.ssl-images-amazon.com/images/I/71+QdIRhY4L._AC_UL900_SR900,600_.jpg",,JP,1,,JPY,"￥3,167",,,Unknown,Average (3.0-3.9),Medium (50-199),Other,ジャングル 完全ハードディスク抹消18 | データ消去| パッケージ版,Unknown,16.926519725763328,0.0,0.44296211371098027
849,51,B09WHS2KZB,ダウンロード販売用 Windows 11 Professional|オンラインコード版,"￥25,800",4.1,114.0,https://www.amazon.co.jp/dp/B09WHS2KZB,"https://images-fe.ssl-images-amazon.com/images/I/61p-Ylv5vtL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥25,800",,,Unknown,Good (4.0-4.4),Medium (50-199),Operating System,ダウンロード販売用 Windows 11 Professional|オンラインコード版,Unknown,19.454221726289322,0.0,0.594090364271197
850,52,B0DY1C7NWS,PC Game Pass 3 ヶ月|オンラインコード版,"￥2,970",4.5,1189.0,https://www.amazon.co.jp/dp/B0DY1C7NWS,"https://images-fe.ssl-images-amazon.com/images/I/81QIGYlKH+L._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥2,970",,,Unknown,Excellent (4.5+),Very High (1000+),Games,PC Game Pass 3 ヶ月|オンラインコード版,Unknown,31.867688637475087,0.0,6.196258272968888
851,53,B0DPFBM6NL,弥生会計 25 スタンダード 通常版＜インボイス制度・電子帳簿保存法対応＞,"￥44,800",3.5,39.0,https://www.amazon.co.jp/dp/B0DPFBM6NL,"https://images-fe.ssl-images-amazon.com/images/I/81Ie46LyyHL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥44,800",,,Unknown,Average (3.0-3.9),Low (1-49),Other,弥生会計 25 スタンダード 通常版＜インボイス制度・電子帳簿保存法対応＞,Unknown,12.911078089398776,0.0,0.2032414404085674
852,54,B00O2TXF8O,Microsoft 365 Personal AI機能搭載 1年版|オンラインコード版|Win/Mac/iPad|インストール台数無制限(同時使用可能台数5台),,4.2,7163.0,https://www.amazon.co.jp/dp/B00O2TXF8O,"https://images-fe.ssl-images-amazon.com/images/I/71TCTrX3c4L._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,,,,Unknown,Good (4.0-4.4),Very High (1000+),Office/Productivity,Microsoft 365 Personal AI機能搭載 1年版|オンラインコード版|Win/Mac/iPad|インストール台数無制限(同時使用可能台数5台),Unknown,37.282659805358534,0.0,37.32867788837355
853,55,B09Y1PVLFL,【公式】マカフィー トータルプロテクション 3年5台版 2025 | セキュリティ対策ソフトウェア、アンチウイルス、セキュアVPN、パスワードマネージャー、IDモニタリング | オンラインコード版,"￥6,880",4.0,102.0,https://www.amazon.co.jp/dp/B09Y1PVLFL,"https://images-fe.ssl-images-amazon.com/images/I/61f2xcNBASL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥6,880",,,Unknown,Good (4.0-4.4),Medium (50-199),Security/Antivirus,【公式】マカフィー トータルプロテクション 3年5台版 2025 | セキュリティ対策ソフトウェア、アンチウイルス、セキュアVPN、パスワードマネージャー、IDモニタリング | オンラインコード版,2025,18.538915952918543,0.0,0.5315545364531763
854,56,B0DQ593DX4,一太郎2025 通常版,"￥26,380",3.8,26.0,https://www.amazon.co.jp/dp/B0DQ593DX4,"https://images-fe.ssl-images-amazon.com/images/I/81lOJTgkIEL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥26,380",,,Unknown,Average (3.0-3.9),Low (1-49),Other,一太郎2025 通常版,2025,12.52418009081645,0.0,0.1354942936057116
855,57,B0CGQTYLKT,ソースネクスト | ZERO ウイルスセキュリティ 1台(CD-ROM版) | ウイルス対策・セキュリティソフト |,"￥2,700",4.3,133.0,https://www.amazon.co.jp/dp/B0CGQTYLKT,"https://images-fe.ssl-images-amazon.com/images/I/710E1BhDioL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥2,700",,,Unknown,Good (4.0-4.4),Medium (50-199),Other,ソースネクスト | ZERO ウイルスセキュリティ 1台(CD-ROM版) | ウイルス対策・セキュリティソフト |,Unknown,21.060711139788918,0.0,0.6931054249830632
856,58,B0DSMFNZTB,筆ぐるめ 32 2025年版 select|ダウンロード版,"￥2,380",3.5,9.0,https://www.amazon.co.jp/dp/B0DSMFNZTB,"https://images-fe.ssl-images-amazon.com/images/I/51wR2ltKv3L._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥2,380",,,Unknown,Average (3.0-3.9),Low (1-49),Other,筆ぐるめ 32 2025年版 select|ダウンロード版,2025,8.05904782547916,0.0,0.046901870863515556
857,59,B0BNQ8LHD7,ソースネクスト ｜ ZERO スーパーセキュリティ 3台用 特別版（Windows専用） ｜ ウイルス対策・セキュリティソフト ｜ Windows対応,"￥5,291",3.9,168.0,https://www.amazon.co.jp/dp/B0BNQ8LHD7,"https://images-fe.ssl-images-amazon.com/images/I/71+vmHalWRL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥5,291",,,Unknown,Average (3.0-3.9),Medium (50-199),Operating System,ソースネクスト ｜ ZERO スーパーセキュリティ 3台用 特別版（Windows専用） ｜ ウイルス対策・セキュリティソフト ｜ Windows対応,Unknown,20.006604988199985,0.0,0.8755015894522903
858,60,B0DYHBWR5T,Microsoft 365 Personal AI機能搭載 1年版|カード版|Win/Mac/iPad|インストール台数無制限(同時使用可能台数5台),,4.1,12.0,https://www.amazon.co.jp/dp/B0DYHBWR5T,"https://images-fe.ssl-images-amazon.com/images/I/61w-hzKJY1L._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,,,,Unknown,Good (4.0-4.4),Low (1-49),Office/Productivity,Microsoft 365 Personal AI機能搭載 1年版|カード版|Win/Mac/iPad|インストール台数無制限(同時使用可能台数5台),Unknown,10.5162923655923,0.0,0.06253582781802074
859,61,B0DVGBXQWD,AHS Synthesizer V Studio 2 Pro スターターパック,"￥21,485",4.6,21.0,https://www.amazon.co.jp/dp/B0DVGBXQWD,"https://images-fe.ssl-images-amazon.com/images/I/81vdbmhc-CL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥21,485",,,Unknown,Excellent (4.5+),Low (1-49),Other,AHS Synthesizer V Studio 2 Pro スターターパック,Unknown,14.218795285448254,0.0,0.10943769868153629
860,62,B06XDGQX55,ZEUS PLAYER ～ ブルーレイ・DVD・4Kビデオ・ハイレゾ音源再生 | ボックス版 | Win or Mac対応,"￥2,600",3.4,214.0,https://www.amazon.co.jp/dp/B06XDGQX55,"https://images-fe.ssl-images-amazon.com/images/I/71HcmCQnaeL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥2,600",,,Unknown,Average (3.0-3.9),High (200-999),Other,ZEUS PLAYER ～ ブルーレイ・DVD・4Kビデオ・ハイレゾ音源再生 | ボックス版 | Win or Mac対応,Unknown,18.260169295634054,0.0,1.115222262754703
861,63,B07SMN9K8S,アーク情報システム 【最新版】HD革命/CopyDrive_Ver.8_通常版 ハードディスク SSD 入れ替え 交換 まるごとコピーソフト コピードライブ,"￥4,155",4.2,822.0,https://www.amazon.co.jp/dp/B07SMN9K8S,"https://images-fe.ssl-images-amazon.com/images/I/61I+Oq0wPdL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥4,155",,,Unknown,Good (4.0-4.4),High (200-999),Other,アーク情報システム 【最新版】HD革命/CopyDrive_Ver.8_通常版 ハードディスク SSD 入れ替え 交換 まるごとコピーソフト コピードライブ,Unknown,28.194416042843695,0.0,4.283704205534421
862,64,B092ZLSN3G,DocuWorks 9.1 ライセンス認証版 / 1ライセンス,"￥16,400",4.4,327.0,https://www.amazon.co.jp/dp/B092ZLSN3G,"https://images-fe.ssl-images-amazon.com/images/I/61fDlpBH1VS._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥16,400",,,Unknown,Good (4.0-4.4),High (200-999),Other,DocuWorks 9.1 ライセンス認証版 / 1ライセンス,Unknown,25.489259876890237,0.0,1.7041013080410652
863,65,B0CQZBZW1D,ソースネクスト | Polaris Office| オフィスソフト | Microsoft Office と高い 互換 性 Excel PowerPoint Word PDF Windows 対応 永続版,"￥3,354",3.6,56.0,https://www.amazon.co.jp/dp/B0CQZBZW1D,"https://images-fe.ssl-images-amazon.com/images/I/71yd5UIJTVL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥3,354",,,Unknown,Average (3.0-3.9),Medium (50-199),Office/Productivity,ソースネクスト | Polaris Office| オフィスソフト | Microsoft Office と高い 互換 性 Excel PowerPoint Word PDF Windows 対応 永続版,Unknown,14.554984564204382,0.0,0.2918338631507635
864,66,B0D4NYV7V5,ノートンライフロック ノートン 360 プレミアム/アンチトラック 3年5台版,"￥10,240",3.7,95.0,https://www.amazon.co.jp/dp/B0D4NYV7V5,"https://images-fe.ssl-images-amazon.com/images/I/71R3fqido8L._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥10,240",,,Unknown,Average (3.0-3.9),Medium (50-199),Other,ノートンライフロック ノートン 360 プレミアム/アンチトラック 3年5台版,Unknown,16.888088308430994,0.0,0.4950753035593308
865,67,B0F1F9LKH8,Fate/Grand Order material XVII【書籍】,"￥1,621",4.7,19.0,https://www.amazon.co.jp/dp/B0F1F9LKH8,"https://images-fe.ssl-images-amazon.com/images/I/314KG4z25ZL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥1,621",,,Unknown,Excellent (4.5+),Low (1-49),Other,Fate/Grand Order material XVII【書籍】,Unknown,14.079941685703757,0.0,0.09901506071186618
866,68,B0CCXLGG7W,ジャングル PDF-XChange Editor(最新版)|PDF作成・編集・変換ソフト,"￥8,382",4.0,49.0,https://www.amazon.co.jp/dp/B0CCXLGG7W,"https://images-fe.ssl-images-amazon.com/images/I/619oyVTLQvL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥8,382",,,Unknown,Good (4.0-4.4),Low (1-49),Other,ジャングル PDF-XChange Editor(最新版)|PDF作成・編集・変換ソフト,Unknown,15.648092021712584,0.0,0.255354630256918
867,69,B01MA1KESI,ノートン 360 デラックス セキュリティソフト(最新)|3年3台版|オンラインコード版|Win/Mac/iOS/Android対応【PC/スマホ対応】,"￥14,280",4.0,1499.0,https://www.amazon.co.jp/dp/B01MA1KESI,"https://images-fe.ssl-images-amazon.com/images/I/51nLJMa1nXL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥14,280",,,Unknown,Good (4.0-4.4),Very High (1000+),Operating System,ノートン 360 デラックス セキュリティソフト(最新)|3年3台版|オンラインコード版|Win/Mac/iOS/Android対応【PC/スマホ対応】,Unknown,29.252881548361206,0.0,7.811767158267758
868,70,B0DFP2TCKT,Microsoft Access 2024(最新 永続版)|オンラインコード版|Windows11、10|PC2台,"￥20,133",3.6,23.0,https://www.amazon.co.jp/dp/B0DFP2TCKT,"https://images-fe.ssl-images-amazon.com/images/I/51RP+AC22eL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥20,133",,,Unknown,Average (3.0-3.9),Low (1-49),Operating System,Microsoft Access 2024(最新 永続版)|オンラインコード版|Windows11、10|PC2台,2024,11.440993789252605,0.0,0.1198603366512064
869,71,B0FG7VLM9Q,DocuWorks 10 ライセンス認証版 基本パッケージ / 1ライセンス,"￥27,400",5.0,1.0,https://www.amazon.co.jp/dp/B0FG7VLM9Q,"https://images-fe.ssl-images-amazon.com/images/I/51Me6ObLtAL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥27,400",,,Unknown,Excellent (4.5+),Low (1-49),Other,DocuWorks 10 ライセンス認証版 基本パッケージ / 1ライセンス,Unknown,3.4657359027997265,0.0,0.005211318984835062
870,72,B0DFNXDY8C,Microsoft Word 2024(最新 永続版)|オンラインコード版|Windows11、10/mac対応|PC2台,"￥20,336",3.6,21.0,https://www.amazon.co.jp/dp/B0DFNXDY8C,"https://images-fe.ssl-images-amazon.com/images/I/51GFJWGS3rL._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥20,336",,,Unknown,Average (3.0-3.9),Low (1-49),Office/Productivity,Microsoft Word 2024(最新 永続版)|オンラインコード版|Windows11、10/mac対応|PC2台,2024,11.127752832089937,0.0,0.10943769868153629
871,73,B0DPF9Y41Q,やよいの青色申告 25 通常版＜令和6年分確定申告対応＞,"￥12,964",3.9,59.0,https://www.amazon.co.jp/dp/B0DPF9Y41Q,"https://images-fe.ssl-images-amazon.com/images/I/81HGzlbWZ4L._AC_UL900_SR900,600_.jpg",,JP,2,,JPY,"￥12,964",,,Unknown,Average (3.0-3.9),Medium (50-199),Other,やよいの青色申告 25 通常版＜令和6年分確定申告対応＞,Unknown,15.96794379266619,0.0,0.3074678201052687
