product_sk,asin,product_title,product_title_clean,product_version,product_category,product_url,product_photo
699,B0CXZ5M38J,"NordVPN Estándar, Exclusivo de Amazon, 10 Dispositivos, 1 Año + 1 Mes Extra, Código Digital","NordVPN Estándar, Exclusivo de Amazon, 10 Dispositivos, 1 Año + 1 Mes Extra, Código Digital",Unknown,Security/Antivirus,https://www.amazon.es/dp/B0CXZ5M38J,"https://images-eu.ssl-images-amazon.com/images/I/61eRg7DEboL._AC_UL900_SR900,600_.jpg"
700,B0FFWFR1BH,Adobe Lightroom and Lightroom Classic 1TB | Código de activación enviado por email,Adobe Lightroom and Lightroom Classic 1TB | Código de activación enviado por email,Unknown,Creative Software,https://www.amazon.es/dp/B0FFWFR1BH,"https://images-eu.ssl-images-amazon.com/images/I/51VI8qY0oCL._AC_UL900_SR900,600_.jpg"
701,B08WJT9GM4,"McAfee Total Protection para 3 dispositivos, 2025 |12 meses | VPN segura, el software de seguridad incluye antivirus, gestor ","McAfee Total Protection para 3 dispositivos, 2025 |12 meses | VPN segura, el software de seguridad incluye antivirus, gestor",2025,Security/Antivirus,https://www.amazon.es/dp/B08WJT9GM4,"https://images-eu.ssl-images-amazon.com/images/I/61ruZU72zzL._AC_UL900_SR900,600_.jpg"
702,B0CGZ4JVHF,"NordVPN Completo, 1 Año, VPN y Software de Ciberseguridad, Código Digital","NordVPN Completo, 1 Año, VPN y Software de Ciberseguridad, Código Digital",Unknown,Security/Antivirus,https://www.amazon.es/dp/B0CGZ4JVHF,"https://images-eu.ssl-images-amazon.com/images/I/61I5Yg3nB5L._AC_UL900_SR900,600_.jpg"
703,B0D7FFRHG5,"NordVPN Básico, 10 Dispositivos, 1 Año, Software VPN Premium, Código Digital","NordVPN Básico, 10 Dispositivos, 1 Año, Software VPN Premium, Código Digital",Unknown,Security/Antivirus,https://www.amazon.es/dp/B0D7FFRHG5,"https://images-eu.ssl-images-amazon.com/images/I/61cJFu2ZiXL._AC_UL900_SR900,600_.jpg"
704,B07NLL3TH1,Creative Cloud Photography plan | with 1TB | 1 Año | PC/Mac | Código de activación enviado por email,Creative Cloud Photography plan | with 1TB | 1 Año | PC/Mac | Código de activación enviado por email,Unknown,Creative Software,https://www.amazon.es/dp/B07NLL3TH1,"https://images-eu.ssl-images-amazon.com/images/I/71VrWlkOC6L._AC_UL900_SR900,600_.jpg"
705,B0CGZ2FHZ5,"NordPass Premium, Dispositivos Ilimitados, 1 Año, Gestor de Contraseñas, Código Digital","NordPass Premium, Dispositivos Ilimitados, 1 Año, Gestor de Contraseñas, Código Digital",Unknown,Operating System,https://www.amazon.es/dp/B0CGZ2FHZ5,"https://images-eu.ssl-images-amazon.com/images/I/61DT7SX1OIL._AC_UL900_SR900,600_.jpg"
706,B0CYNRXYD8,"Surfshark One, VPN, Antivirus, 12 Meses, Código Digital","Surfshark One, VPN, Antivirus, 12 Meses, Código Digital",Unknown,Security/Antivirus,https://www.amazon.es/dp/B0CYNRXYD8,"https://images-eu.ssl-images-amazon.com/images/I/7113M4qrAeL._AC_UL900_SR900,600_.jpg"
707,B0CGZ8CSM3,"NordVPN Plus, 1 Año, Software VPN y Administrador de Contraseñas, Código Digital","NordVPN Plus, 1 Año, Software VPN y Administrador de Contraseñas, Código Digital",Unknown,Security/Antivirus,https://www.amazon.es/dp/B0CGZ8CSM3,"https://images-eu.ssl-images-amazon.com/images/I/61uHtiQazKL._AC_UL900_SR900,600_.jpg"
708,B07GY8CWF8,"McAfee Total Protection para 10 dispositivos, 2025 |12 meses | VPN segura, el software de seguridad incluye antivirus, gestor","McAfee Total Protection para 10 dispositivos, 2025 |12 meses | VPN segura, el software de seguridad incluye antivirus, gestor",2025,Security/Antivirus,https://www.amazon.es/dp/B07GY8CWF8,"https://images-eu.ssl-images-amazon.com/images/I/61QZNd6lrjL._AC_UL900_SR900,600_.jpg"
709,B09LVSC3KM,"Avast Ultimate 2025 - Antivirus Avast Premium Security con Avast SecureLine VPN, Avast Cleanup Premium y Avast AntiTrack | 10","Avast Ultimate 2025 - Antivirus Avast Premium Security con Avast SecureLine VPN, Avast Cleanup Premium y Avast AntiTrack | 10",2025,Security/Antivirus,https://www.amazon.es/dp/B09LVSC3KM,"https://images-eu.ssl-images-amazon.com/images/I/51r3nglRPIL._AC_UL900_SR900,600_.jpg"
710,B07NLMBV6G,Adobe Acrobat Pro | 1 Año | PC/Mac |Descarga Digital,Adobe Acrobat Pro | 1 Año | PC/Mac |Descarga Digital,Unknown,Creative Software,https://www.amazon.es/dp/B07NLMBV6G,"https://images-eu.ssl-images-amazon.com/images/I/51OtVcUVfbL._AC_UL900_SR900,600_.jpg"
711,B0DHW9BC74,"Norton 360 Advanced 2025 │ 10 Dispositivos │ 15 meses renovación automática │ Social Media, Dark Web Monitoring y VPN │ Códig","Norton 360 Advanced 2025 │ 10 Dispositivos │ 15 meses renovación automática │ Social Media, Dark Web Monitoring y VPN │ Códig",2025,Security/Antivirus,https://www.amazon.es/dp/B0DHW9BC74,"https://images-eu.ssl-images-amazon.com/images/I/61gDq37eoEL._AC_UL900_SR900,600_.jpg"
712,B0DJCLFDS5,Norton 360 Premium Exclusivo Amazon*|Antivirus 10 Dispositivos|15 meses| Descarga digital,Norton 360 Premium Exclusivo Amazon*|Antivirus 10 Dispositivos|15 meses| Descarga digital,Unknown,Security/Antivirus,https://www.amazon.es/dp/B0DJCLFDS5,"https://images-eu.ssl-images-amazon.com/images/I/61SMXxs5nQL._AC_UL900_SR900,600_.jpg"
713,B089GQX6B9,Bitdefender Antivirus Plus | 1 dispositivo | 1 año | PC | Código de activación enviado por correo postal,Bitdefender Antivirus Plus | 1 dispositivo | 1 año | PC | Código de activación enviado por correo postal,Unknown,Security/Antivirus,https://www.amazon.es/dp/B089GQX6B9,"https://images-eu.ssl-images-amazon.com/images/I/61w1ol7us3L._AC_UL900_SR900,600_.jpg"
714,B07V8NB171,Norton 360 Premium 2025| Antivírus 10 Dispositivos|1 año con renovación automática| Descarga digital,Norton 360 Premium 2025| Antivírus 10 Dispositivos|1 año con renovación automática| Descarga digital,2025,Security/Antivirus,https://www.amazon.es/dp/B07V8NB171,"https://images-eu.ssl-images-amazon.com/images/I/61BirenctXL._AC_UL900_SR900,600_.jpg"
715,B08HRR9S3B,"Panda Dome Advanced 2025 – Antivirus Cloud VPN, Control Parental (5 dispositivos)","Panda Dome Advanced 2025 – Antivirus Cloud VPN, Control Parental (5 dispositivos)",2025,Security/Antivirus,https://www.amazon.es/dp/B08HRR9S3B,"https://images-eu.ssl-images-amazon.com/images/I/61+0Lz0kAUL._AC_UL900_SR900,600_.jpg"
716,B07VNBHV6H,Kaspersky Standard Anti-Virus 2025 | 1 dispositivo | 1 año | Seguridad Avanzada | Protección Bancaria en línea | Optimización,Kaspersky Standard Anti-Virus 2025 | 1 dispositivo | 1 año | Seguridad Avanzada | Protección Bancaria en línea | Optimización,2025,Security/Antivirus,https://www.amazon.es/dp/B07VNBHV6H,"https://images-eu.ssl-images-amazon.com/images/I/71J-sNJgiIL._AC_UL900_SR900,600_.jpg"
717,B0BNM8G6LS,"NordVPN Estándar, 10 dispositivos, 1 Mes, VPN y Ciberseguridad, Código Digital","NordVPN Estándar, 10 dispositivos, 1 Mes, VPN y Ciberseguridad, Código Digital",Unknown,Security/Antivirus,https://www.amazon.es/dp/B0BNM8G6LS,"https://images-eu.ssl-images-amazon.com/images/I/61fr12klYzL._AC_UL900_SR900,600_.jpg"
718,B0B47LF5X4,Norton 360 Deluxe 2025 |Antivirus 2+1 Dispositivos|15 meses con renovación automática| Descarga digital,Norton 360 Deluxe 2025 |Antivirus 2+1 Dispositivos|15 meses con renovación automática| Descarga digital,2025,Security/Antivirus,https://www.amazon.es/dp/B0B47LF5X4,"https://images-eu.ssl-images-amazon.com/images/I/61n0wF0AK4L._AC_UL900_SR900,600_.jpg"
719,B009LH28FI,"Nero 12 Platinum - Software, 1 Usuario","Nero 12 Platinum - Software, 1 Usuario",Unknown,Other,https://www.amazon.es/dp/B009LH28FI,"https://images-eu.ssl-images-amazon.com/images/I/41s7RcLuK4L._AC_UL900_SR900,600_.jpg"
720,B0D7DVQDFY,"NordVPN Básico, 10 Dispositivos, 1 Mes, Software VPN Premium, Código Digital","NordVPN Básico, 10 Dispositivos, 1 Mes, Software VPN Premium, Código Digital",Unknown,Security/Antivirus,https://www.amazon.es/dp/B0D7DVQDFY,"https://images-eu.ssl-images-amazon.com/images/I/617fHZjg90L._AC_UL900_SR900,600_.jpg"
721,B0BSNRW9HC,Nero Video Maker 2025 | El original | Editor de vídeo | Edición de vídeo | Licencia ilimitada | 1 PC | Windows 11 / 10 / 8 / ,Nero Video Maker 2025 | El original | Editor de vídeo | Edición de vídeo | Licencia ilimitada | 1 PC | Windows 11 / 10 / 8 /,2025,Operating System,https://www.amazon.es/dp/B0BSNRW9HC,"https://images-eu.ssl-images-amazon.com/images/I/71pyFcL2DcL._AC_UL900_SR900,600_.jpg"
722,B09DDKHBPH,Bitdefender Total Security 2025 | 5 Dispositivos | 1 Año | PC/Mac/iOS/Android | Código de activación por email | Renovación a,Bitdefender Total Security 2025 | 5 Dispositivos | 1 Año | PC/Mac/iOS/Android | Código de activación por email | Renovación a,2025,Security/Antivirus,https://www.amazon.es/dp/B09DDKHBPH,"https://images-eu.ssl-images-amazon.com/images/I/61Pv95jtovL._AC_UL900_SR900,600_.jpg"
723,B09XH2JMMS,Windows 11 | Home Edition | Código de activación PC enviado por email,Windows 11 | Home Edition | Código de activación PC enviado por email,Unknown,Operating System,https://www.amazon.es/dp/B09XH2JMMS,"https://images-eu.ssl-images-amazon.com/images/I/6178O81KLWL._AC_UL900_SR900,600_.jpg"
724,B07KCLZ1R2,Microsoft 365 Empresa Estándar - 1 usuario - 5 PC/Mac + 5 Tabletas +5 móviles - Suscripción 12 meses,Microsoft 365 Empresa Estándar - 1 usuario - 5 PC/Mac + 5 Tabletas +5 móviles - Suscripción 12 meses,Unknown,Office/Productivity,https://www.amazon.es/dp/B07KCLZ1R2,"https://images-eu.ssl-images-amazon.com/images/I/81vV0ctjzOL._AC_UL900_SR900,600_.jpg"
725,B08HRTDLRT,"Panda Dome Advanced 2025 – Antivirus Cloud, VPN, Control Parental (1 dispositivo)","Panda Dome Advanced 2025 – Antivirus Cloud, VPN, Control Parental (1 dispositivo)",2025,Security/Antivirus,https://www.amazon.es/dp/B08HRTDLRT,"https://images-eu.ssl-images-amazon.com/images/I/61rsUimiDVL._AC_UL900_SR900,600_.jpg"
726,B08N6FZWZR,Norton 360 for Gamers 2025 |Antivirus 3 Dispositivos| 1 año| Descarga digital,Norton 360 for Gamers 2025 |Antivirus 3 Dispositivos| 1 año| Descarga digital,2025,Security/Antivirus,https://www.amazon.es/dp/B08N6FZWZR,"https://images-eu.ssl-images-amazon.com/images/I/711u7yJfpOL._AC_UL900_SR900,600_.jpg"
727,B0BYB1P47K,Bitdefender Total Security 2025 | 3 Dispositivos | 1 Año | PC/Mac/iOS/Android | Código de activación por email | Renovación a,Bitdefender Total Security 2025 | 3 Dispositivos | 1 Año | PC/Mac/iOS/Android | Código de activación por email | Renovación a,2025,Security/Antivirus,https://www.amazon.es/dp/B0BYB1P47K,"https://images-eu.ssl-images-amazon.com/images/I/61r4Yen-F1L._AC_UL900_SR900,600_.jpg"
728,B09K41R413,Norton 360 Premium 2025| Antivírus 10 Dispositivos| 15 meses con renovación automática| Descarga digital,Norton 360 Premium 2025| Antivírus 10 Dispositivos| 15 meses con renovación automática| Descarga digital,2025,Security/Antivirus,https://www.amazon.es/dp/B09K41R413,"https://images-eu.ssl-images-amazon.com/images/I/61hBTRi1GlL._AC_UL900_SR900,600_.jpg"
729,B07V3GS97T,Norton 360 Estándar 2025|Antivirus 1 Dispositivo|1 año con renovación automática| Descarga digital,Norton 360 Estándar 2025|Antivirus 1 Dispositivo|1 año con renovación automática| Descarga digital,2025,Security/Antivirus,https://www.amazon.es/dp/B07V3GS97T,"https://images-eu.ssl-images-amazon.com/images/I/6160rD86O9L._AC_UL900_SR900,600_.jpg"
730,B0C4C8L45Z,Norton 360 Premium 2025| Antivírus 10 Dispositivos| 15 meses com renovação automática| Descarga digital,Norton 360 Premium 2025| Antivírus 10 Dispositivos| 15 meses com renovação automática| Descarga digital,2025,Security/Antivirus,https://www.amazon.es/dp/B0C4C8L45Z,"https://images-eu.ssl-images-amazon.com/images/I/61TQc7+-s8L._AC_UL900_SR900,600_.jpg"
731,B09SSRNSVC,Movavi Video Converter Premium 2022 | Personal | 1 Dispositivo | PC | Código de activación PC enviado por email,Movavi Video Converter Premium 2022 | Personal | 1 Dispositivo | PC | Código de activación PC enviado por email,2022,Operating System,https://www.amazon.es/dp/B09SSRNSVC,"https://images-eu.ssl-images-amazon.com/images/I/714b69SdXLL._AC_UL900_SR900,600_.jpg"
732,B0DG44SG59,Norton VPN Standard 2025 | 1 Dispositivo| 1 año de suscripción con renovación automática | PC/Mac/Android/iOS | Código de act,Norton VPN Standard 2025 | 1 Dispositivo| 1 año de suscripción con renovación automática | PC/Mac/Android/iOS | Código de act,2025,Security/Antivirus,https://www.amazon.es/dp/B0DG44SG59,"https://images-eu.ssl-images-amazon.com/images/I/51w-eU8E41L._AC_UL900_SR900,600_.jpg"
733,B07V7FV7CX,"Norton 360 Deluxe 2024 - Antivirus software para 5 Dispositivos y 15 meses de suscripción con renovación automática, Secure V","Norton 360 Deluxe 2024 - Antivirus software para 5 Dispositivos y 15 meses de suscripción con renovación automática, Secure V",2024,Security/Antivirus,https://www.amazon.es/dp/B07V7FV7CX,"https://images-eu.ssl-images-amazon.com/images/I/71qTaWUN5wL._AC_UL900_SR900,600_.jpg"
734,B0DK2C75QK,Microsoft Office Hogar 2024 |Código de activación enviado por email,Microsoft Office Hogar 2024 |Código de activación enviado por email,2024,Office/Productivity,https://www.amazon.es/dp/B0DK2C75QK,"https://images-eu.ssl-images-amazon.com/images/I/61Eh3fZp6rL._AC_UL900_SR900,600_.jpg"
735,B08GF9ZSTK,"McAfee Total Protection para 1 dispositivo 2025 |12- meses | VPN segura, el software de seguridad incluye antivirus, gestor d","McAfee Total Protection para 1 dispositivo 2025 |12- meses | VPN segura, el software de seguridad incluye antivirus, gestor d",2025,Security/Antivirus,https://www.amazon.es/dp/B08GF9ZSTK,"https://images-eu.ssl-images-amazon.com/images/I/61A4xRZmJYL._AC_UL900_SR900,600_.jpg"
736,B09ZCJ1HFV,Kaspersky VPN Secure Connection | 5 Dispositivos | 1 Usuario | 1 Año | PC/Mac | Código de activación enviado por email,Kaspersky VPN Secure Connection | 5 Dispositivos | 1 Usuario | 1 Año | PC/Mac | Código de activación enviado por email,Unknown,Security/Antivirus,https://www.amazon.es/dp/B09ZCJ1HFV,"https://images-eu.ssl-images-amazon.com/images/I/71HQkseJPKL._AC_UL900_SR900,600_.jpg"
737,B0CRX6CLFH,Norton 360 Deluxe Exclusivo Amazon*|Antivirus 3 Dispositivos|1 año con renovación automática| Descarga digital,Norton 360 Deluxe Exclusivo Amazon*|Antivirus 3 Dispositivos|1 año con renovación automática| Descarga digital,Unknown,Security/Antivirus,https://www.amazon.es/dp/B0CRX6CLFH,"https://images-eu.ssl-images-amazon.com/images/I/61pcm6Sd2oL._AC_UL900_SR900,600_.jpg"
738,B07VNBHS8Z,Kaspersky Premium Total Security 2025 | 3 Dispositivos | 1 año | Anti-Phishing y Firewall | VPN ilimitada | Gestor de contras,Kaspersky Premium Total Security 2025 | 3 Dispositivos | 1 año | Anti-Phishing y Firewall | VPN ilimitada | Gestor de contras,2025,Security/Antivirus,https://www.amazon.es/dp/B07VNBHS8Z,"https://images-eu.ssl-images-amazon.com/images/I/816QCNJ9cAL._AC_UL900_SR900,600_.jpg"
739,B0C5XQH39D,NERO Video cassette rescue - muy fácil sin conocimientos previos | S-VHS | Hi8 | Super 8 | DVD a PC | 1 PC | Software de edic,NERO Video cassette rescue - muy fácil sin conocimientos previos | S-VHS | Hi8 | Super 8 | DVD a PC | 1 PC | Software de edic,Unknown,Operating System,https://www.amazon.es/dp/B0C5XQH39D,"https://images-eu.ssl-images-amazon.com/images/I/71nD63dsdzL._AC_UL900_SR900,600_.jpg"
740,B0BQRMBHHX,Norton 360 for Mobile 2025|1 Dispositivo|1 año con renovación automática| Descarga digital,Norton 360 for Mobile 2025|1 Dispositivo|1 año con renovación automática| Descarga digital,2025,Security/Antivirus,https://www.amazon.es/dp/B0BQRMBHHX,"https://images-eu.ssl-images-amazon.com/images/I/61VBbMPMEsL._AC_UL900_SR900,600_.jpg"
741,B09DDLCFKP,Bitdefender Total Security 2025 | 10 Dispositivos | 1 Año | PC/Mac/iOS/Android | Código de activación por email | Renovación ,Bitdefender Total Security 2025 | 10 Dispositivos | 1 Año | PC/Mac/iOS/Android | Código de activación por email | Renovación,2025,Security/Antivirus,https://www.amazon.es/dp/B09DDLCFKP,"https://images-eu.ssl-images-amazon.com/images/I/61dseoo7XiL._AC_UL900_SR900,600_.jpg"
742,B092F1JMMB,Avast Ultimate 2025 | Antivirus 10 Dispositivos | 1 Año | Descarga digital,Avast Ultimate 2025 | Antivirus 10 Dispositivos | 1 Año | Descarga digital,2025,Security/Antivirus,https://www.amazon.es/dp/B092F1JMMB,"https://images-eu.ssl-images-amazon.com/images/I/61EMw9emAOL._AC_UL900_SR900,600_.jpg"
743,B0F22QNTQ9,Microsoft 365 Familia│12 meses│6 personas│ Hasta 6 TB de almacenamiento Onedrive│Apps Office con IA + Norton 360 Deluxe│5 Dis,Microsoft 365 Familia│12 meses│6 personas│ Hasta 6 TB de almacenamiento Onedrive│Apps Office con IA + Norton 360 Deluxe│5 Dis,Unknown,Security/Antivirus,https://www.amazon.es/dp/B0F22QNTQ9,"https://images-eu.ssl-images-amazon.com/images/I/71BQcDEXTLL._AC_UL900_SR900,600_.jpg"
744,B0DGGGRNNL,Parallels Desktop 20 para Mac | Software para ejecutar Windows en máquinas virtuales | Perpetuo | 1 Dispositivo | Mac | Códig,Parallels Desktop 20 para Mac | Software para ejecutar Windows en máquinas virtuales | Perpetuo | 1 Dispositivo | Mac | Códig,Unknown,Operating System,https://www.amazon.es/dp/B0DGGGRNNL,"https://images-eu.ssl-images-amazon.com/images/I/71LTBJza-QL._AC_UL900_SR900,600_.jpg"
745,B07VNBHDZQ,Kaspersky Plus Internet Security 2025 | 1 Dispositivo | 1 año | Anti-Phishing y Firewall| VPN ilimitada | Gestor de contraseñ,Kaspersky Plus Internet Security 2025 | 1 Dispositivo | 1 año | Anti-Phishing y Firewall| VPN ilimitada | Gestor de contraseñ,2025,Security/Antivirus,https://www.amazon.es/dp/B07VNBHDZQ,"https://images-eu.ssl-images-amazon.com/images/I/714umtcFA1L._AC_UL900_SR900,600_.jpg"
746,B0F2VRWJLH,Microsoft 365 Familia | 12 meses | 6 personas | Hasta 6 TB de almacenamiento Onedrive | Apps Office con IA + McAfee Total Pro,Microsoft 365 Familia | 12 meses | 6 personas | Hasta 6 TB de almacenamiento Onedrive | Apps Office con IA + McAfee Total Pro,Unknown,Security/Antivirus,https://www.amazon.es/dp/B0F2VRWJLH,"https://images-eu.ssl-images-amazon.com/images/I/71N2aWJyRjL._AC_UL900_SR900,600_.jpg"
747,B0CRX8LSGN,Norton 360 Premium Exclusivo Amazon*|Antivirus 10 Dispositivos|1 año con renovación automática| Descarga digital,Norton 360 Premium Exclusivo Amazon*|Antivirus 10 Dispositivos|1 año con renovación automática| Descarga digital,Unknown,Security/Antivirus,https://www.amazon.es/dp/B0CRX8LSGN,"https://images-eu.ssl-images-amazon.com/images/I/61N7oHQzxZL._AC_UL900_SR900,600_.jpg"
748,B08HRWKSN1,"Panda Dome Advanced 2025 – Antivirus Cloud VPN, Control Parental ( 3 dispositivos)","Panda Dome Advanced 2025 – Antivirus Cloud VPN, Control Parental ( 3 dispositivos)",2025,Security/Antivirus,https://www.amazon.es/dp/B08HRWKSN1,"https://images-eu.ssl-images-amazon.com/images/I/61W3m1rZFeL._AC_UL900_SR900,600_.jpg"
749,B0C5NKG88T,"McAfee+ Premium Familiar para dispositivos ilimitados 2025 |12 meses|VPN segura, incluye antivirus, gestor de contraseñas, su","McAfee+ Premium Familiar para dispositivos ilimitados 2025 |12 meses|VPN segura, incluye antivirus, gestor de contraseñas, su",2025,Security/Antivirus,https://www.amazon.es/dp/B0C5NKG88T,"https://images-eu.ssl-images-amazon.com/images/I/61ysu7fqNML._AC_UL900_SR900,600_.jpg"
750,B0CF749R38,Bitdefender Premium VPN 2024 | 10 Dispositivos| 1 año | PC/Mac/Móvil | Código de activación enviado por email,Bitdefender Premium VPN 2024 | 10 Dispositivos| 1 año | PC/Mac/Móvil | Código de activación enviado por email,2024,Security/Antivirus,https://www.amazon.es/dp/B0CF749R38,"https://images-eu.ssl-images-amazon.com/images/I/61tPeuObmlL._AC_UL900_SR900,600_.jpg"
751,B08HRRYR3Y,"Panda Dome Complete 2025 – Antivirus Cloud y VPN, Gestor de contraseñas (5 dispositivos)","Panda Dome Complete 2025 – Antivirus Cloud y VPN, Gestor de contraseñas (5 dispositivos)",2025,Security/Antivirus,https://www.amazon.es/dp/B08HRRYR3Y,"https://images-eu.ssl-images-amazon.com/images/I/61W+lzYLP+L._AC_UL900_SR900,600_.jpg"
752,B0B47ZZVDW,Norton 360 Platinum 2025| Antivírus 20 Dispositivos| 15 meses con renovación automática| Descarga digital,Norton 360 Platinum 2025| Antivírus 20 Dispositivos| 15 meses con renovación automática| Descarga digital,2025,Security/Antivirus,https://www.amazon.es/dp/B0B47ZZVDW,"https://images-eu.ssl-images-amazon.com/images/I/61eRO29uIJL._AC_UL900_SR900,600_.jpg"
753,395982890X,OpenOffice Premium Edition for Windows 10-8-7-Vista-XP | PC Software and 1.000 New Fonts and Free Email Support | Alternative,OpenOffice Premium Edition for Windows 10-8-7-Vista-XP | PC Software and 1.000 New Fonts and Free Email Support | Alternative,Unknown,Office/Productivity,https://www.amazon.es/dp/395982890X,"https://images-eu.ssl-images-amazon.com/images/I/71yJeTVL0FL._AC_UL900_SR900,600_.jpg"
754,B0CPTJPQ2T,F-Secure Total | 1 Años | 5 Dispositivos | PC/Mac/Mobile | Código de activación enviado por email,F-Secure Total | 1 Años | 5 Dispositivos | PC/Mac/Mobile | Código de activación enviado por email,Unknown,Operating System,https://www.amazon.es/dp/B0CPTJPQ2T,"https://images-eu.ssl-images-amazon.com/images/I/513T5rP+7DL._AC_UL900_SR900,600_.jpg"
755,B09KTYS1K3,"NordVPN Estándar, 10 dispositivos, 1 Año, VPN y Ciberseguridad, Código Digital","NordVPN Estándar, 10 dispositivos, 1 Año, VPN y Ciberseguridad, Código Digital",Unknown,Security/Antivirus,https://www.amazon.es/dp/B09KTYS1K3,"https://images-eu.ssl-images-amazon.com/images/I/61BQy39iW-L._AC_UL900_SR900,600_.jpg"
756,B09X5XWGRC,Microsoft Sistema operativo Windows Home FPP 11 64-bit Español 1 Licencia,Microsoft Sistema operativo Windows Home FPP 11 64-bit Español 1 Licencia,Unknown,Operating System,https://www.amazon.es/dp/B09X5XWGRC,"https://images-eu.ssl-images-amazon.com/images/I/61l3YMn0U6L._AC_UL900_SR900,600_.jpg"
757,B0BSKNB5R9,Kaspersky Premium Total Security 2025 | 10 Dispositivos | 1 año | Anti-Phishing y Firewall | VPN ilimitada | Gestor de contra,Kaspersky Premium Total Security 2025 | 10 Dispositivos | 1 año | Anti-Phishing y Firewall | VPN ilimitada | Gestor de contra,2025,Security/Antivirus,https://www.amazon.es/dp/B0BSKNB5R9,"https://images-eu.ssl-images-amazon.com/images/I/81yWk2beJkL._AC_UL900_SR900,600_.jpg"
758,B0CHNB5QBK,Norton 360 Deluxe+Norton AntiTrack 2025|Antivírus 5 Dispositivos| 15 meses com renovação automática| Descarga digital,Norton 360 Deluxe+Norton AntiTrack 2025|Antivírus 5 Dispositivos| 15 meses com renovação automática| Descarga digital,2025,Security/Antivirus,https://www.amazon.es/dp/B0CHNB5QBK,"https://images-eu.ssl-images-amazon.com/images/I/61c2BNUi4tL._AC_UL900_SR900,600_.jpg"
759,B07V9HTCWM,"Norton 360 Estándar 2024 - Antivirus software para 1 Dispositivo y 1 año de suscripción con renovación automática, Secure VPN","Norton 360 Estándar 2024 - Antivirus software para 1 Dispositivo y 1 año de suscripción con renovación automática, Secure VPN",2024,Security/Antivirus,https://www.amazon.es/dp/B07V9HTCWM,"https://images-eu.ssl-images-amazon.com/images/I/71euuyF2GfL._AC_UL900_SR900,600_.jpg"
760,B09DDL1DYG,Bitdefender Internet Security 2025 | 5 Dispositivos | 1 Año | PC | Código de activación por email | Renovación automática,Bitdefender Internet Security 2025 | 5 Dispositivos | 1 Año | PC | Código de activación por email | Renovación automática,2025,Security/Antivirus,https://www.amazon.es/dp/B09DDL1DYG,"https://images-eu.ssl-images-amazon.com/images/I/61TaR2XlFyL._AC_UL900_SR900,600_.jpg"
761,B0BDMB3X34,"McAfee Total Protection para 3 dispositivos, 2025 |12 meses | VPN segura, el software de seguridad incluye antivirus, gestor ","McAfee Total Protection para 3 dispositivos, 2025 |12 meses | VPN segura, el software de seguridad incluye antivirus, gestor",2025,Security/Antivirus,https://www.amazon.es/dp/B0BDMB3X34,"https://images-eu.ssl-images-amazon.com/images/I/71WUGKZvv5L._AC_UL900_SR900,600_.jpg"
762,B07VRL1WNT,Kaspersky Premium Total Security 2025 | 1 Dispositivo | 1 año | Anti-Phishing y Firewall | VPN ilimitada | Gestor de contrase,Kaspersky Premium Total Security 2025 | 1 Dispositivo | 1 año | Anti-Phishing y Firewall | VPN ilimitada | Gestor de contrase,2025,Security/Antivirus,https://www.amazon.es/dp/B07VRL1WNT,"https://images-eu.ssl-images-amazon.com/images/I/81OW0vBz9VL._AC_UL900_SR900,600_.jpg"
763,B086Z61QLB,Norton 360 Deluxe 2025 |Antivirus 5 Dispositivos|15 meses| Descarga digital,Norton 360 Deluxe 2025 |Antivirus 5 Dispositivos|15 meses| Descarga digital,2025,Security/Antivirus,https://www.amazon.es/dp/B086Z61QLB,"https://images-eu.ssl-images-amazon.com/images/I/61wWzkqnHAL._AC_UL900_SR900,600_.jpg"
764,B0DPGN2NJM,"NordVPN Amazon Esencial, 10 dispositivos, 1 mes, VPN & gestor de Contraseñas, código","NordVPN Amazon Esencial, 10 dispositivos, 1 mes, VPN & gestor de Contraseñas, código",Unknown,Security/Antivirus,https://www.amazon.es/dp/B0DPGN2NJM,"https://images-eu.ssl-images-amazon.com/images/I/61eRBQxz6vL._AC_UL900_SR900,600_.jpg"
765,B0BN85JW53,Nero Burning ROM 2025 | El original | Programa de grabación | Grabación de CD DVD Bluray | Copiado | Windows 11 / 10 / 8 / 7 ,Nero Burning ROM 2025 | El original | Programa de grabación | Grabación de CD DVD Bluray | Copiado | Windows 11 / 10 / 8 / 7,2025,Operating System,https://www.amazon.es/dp/B0BN85JW53,"https://images-eu.ssl-images-amazon.com/images/I/51JAKTtmwdL._AC_UL900_SR900,600_.jpg"
766,B07VMBMRPZ,Kaspersky Plus Internet Security 2025 | 5 Dispositivos | 1 año | Anti-Phishing y Firewall| VPN ilimitada | Gestor de contrase,Kaspersky Plus Internet Security 2025 | 5 Dispositivos | 1 año | Anti-Phishing y Firewall| VPN ilimitada | Gestor de contrase,2025,Security/Antivirus,https://www.amazon.es/dp/B07VMBMRPZ,"https://images-eu.ssl-images-amazon.com/images/I/711zGBYJteL._AC_UL900_SR900,600_.jpg"
